行政區,醫事機構代碼,院所名稱,地址,聯絡電話,子宮頸癌篩檢,口腔癌篩檢,大腸癌篩檢,乳癌篩檢,肺癌篩檢,貼心小提醒
63000010,1101010012,長庚醫療財團法人台北長庚紀念醫院,"臺北市松山區南京東路3段337號亞細亞通商大樓南京微風百貨同5,6,9,10樓",(02)27135211,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000010,3501014476,鈞賀診所,臺北市松山區富錦街４６２號,(02)27600101,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000010,3701011228,揚登牙醫診所,臺北市松山區南京東路５段２５０巷９－３號１樓,(02)27467427,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000010,3701013624,松展牙醫診所,臺北市松山區三民路８號,(02)27487583,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000010,3701014238,嘉一牙醫診所,臺北市松山區新東街１１巷３號１樓,(02)27665636,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,1301170017,臺北醫學大學附設醫院,臺北市信義區吳興街２５２號、２５０號,(02)27372181,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,2101170050,臺北市立聯合醫院附設信義門診部,臺北市信義區大道路１１６號１樓、２樓,(02)87804152,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3401171107,聯合報系員工診療所,臺北市信義區忠孝東路４段５５９巷１號６樓,(02)27601618,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501170237,信義邱婦產科診所,臺北市信義區虎林街１９８號,(02)27278275,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501170255,朱耳鼻喉科診所,臺北市信義區忠孝東路５段４５２號,(02)27209172,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501170317,彭婦產科診所,臺北市信義區永吉路１８５－４號、１８５之１號２樓,(02)27613829,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501171225,張育驍診所,臺北市信義區吳興街４６７巷２弄４號、６號、６號２樓,(02)27291011,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501171261,康泰診所,臺北市信義區永吉路５４號１樓,(02)27661228,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501171654,大明診所,臺北市信義區崇德街３５號,(02)27326885,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501171743,王知行婦產科診所,臺北市信義區永吉路３０８號,(02)27624962,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501172893,姚醫師診所,臺北市信義區忠孝東路５段３９６號２樓,(02)87898822,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501172964,永吉聯合診所,臺北市信義區永吉路３２９號１、２樓及３３１號１、２樓,(02)27618780,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501173032,陽光耳鼻喉科診所,臺北市信義區松山路４８４之８號,(02)27279529,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501173103,陳世卿診所,臺北市信義區莊敬路４３５號,(02)87803565,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501173318,大新診所,臺北市信義區中坡南路７６號,(02)27590749,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501173336,登瑞安診所,臺北市信義區林口街２３２號１樓,(02)27265228,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501173390,陳育鵬內科診所,臺北市信義區松山路５６８號,(02)23461010,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501173569,信義耳鼻喉科診所,臺北市信義區莊敬路３９１巷４號,(02)23450288,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501174815,莊敬診所,臺北市信義區莊敬路280號,(02)27589258,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501173783,俊安診所,臺北市信義區永吉路３０巷１４８弄６號,(02)27605757,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501174093,自在診所,臺北市信義區中坡南路８４號,(02)27268199,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501174137,博文診所,臺北市信義區吳興街２８４巷１之４號,(02)27321016,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501174593,理恩診所,臺北市信義區忠孝東路５段４１０之２號（１樓）,(02)87899728,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501175223,桂其安家醫科診所,臺北市信義區莊敬路４６２號,(02)27229173,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501175269,松山班廷建興診所,臺北市信義區市民大道６段３１８號（實際營業地址：１樓、２樓）,(02)27652295,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501175465,嚴敏心耳鼻喉科診所,臺北市信義區信義路６段８６號１樓,(02)27279558,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501175643,康璽診所,臺北市信義區忠孝東路５段４１２之７號１樓及地下一層,(02)87861230,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3501175929,承功診所,臺北市信義區忠孝東路五段372巷27弄64號,(02)8786 8912,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3701170302,安人牙醫診所,臺北市信義區忠孝東路５段５０８號２樓－８,(02)27272078,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3701171201,萬福牙醫診所,臺北市信義區松德路７９號１樓,(02)27268157,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000020,3701173901,翡冷翠牙醫診所,臺北市信義區光復南路４６７號,(02)27209458,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,101020017,臺北市立聯合醫院仁愛院區,臺北市大安區仁愛路4段10號,(02)27093600,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,401020013,國立臺灣大學醫學院附設醫院癌醫中心分院,臺北市大安區基隆路３段１５５巷５７號,(02)23220322,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,901020013,中山醫療社團法人中山醫院,臺北市大安區仁愛路４段１１２巷１１號、１２號,(02)27081166,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,1101020018,國泰醫療財團法人國泰綜合醫院,臺北市大安區仁愛路４段２８０號，２６６巷６號,(02)27082121,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,1101020027,中心診所醫療財團法人中心綜合醫院,臺北市大安區忠孝東路４段７７號,(02)27510221,Y,,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,1101020036,宏恩醫療財團法人宏恩綜合醫院,臺北市大安區仁愛路４段７１巷１號及４段６１號、９１巷１６號,(02)27713161,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,1501021219,秀傳醫院,臺北市大安區光復南路１１６巷１、３、５號１至４樓及地下１樓,(02)27717172,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,2101020019,臺北市立聯合醫院附設大安門診部,臺北市大安區辛亥路３段１５號,(02)27390997,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,2401020024,國立台灣大學保健中心,臺北市大安區羅斯福路４段１號,(02)33662155,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501020054,林慧雯婦產科診所,臺北市大安區忠孝東路４段２１０之１號２樓,(02)27117111,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501020143,張少萌婦產科診所,臺北市大安區信義路４段１９９巷２號４樓之１，２,(02)27000101,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501020714,陳秀鳳婦產科診所,臺北市大安區和平東路２段１９１號２樓,(02)27050661,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501020161,劉耳鼻喉科診所,臺北市大安區復興南路2段151巷27號、27之1號,02-27546060,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501021239,吳坤光婦產科診所,臺北市大安區信義路４段５９號,(02)27059321,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501021391,全家聯合診所,臺北市大安區和平東路２段３５３號,(02)27067575,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501021855,馬大勳婦產科診所,臺北市大安區安和路１段１１號２樓之一,(02)27527321,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501022218,謝林診所,臺北市大安區大安路２段２１號,(02)27066266,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501022496,仁安診所,臺北市大安區和平東路２段１７５巷３４號１樓,(02)27065995,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501022843,啟誠聯合診所,臺北市大安區和平東路２段１２０號１．２．３，４樓,(02)23784380,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501023260,林正宗婦產科診所,臺北市大安區和平東路３段１００號２樓,(02)27337008,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501023359,李婦產科診所,臺北市大安區羅斯福路２段４１號８樓之１,(02)23218879,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501023500,陳瑞鵬婦產科診所,臺北市大安區信義路４段１７７號２樓,(02)27541639,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501023519,劉賢平婦產科診所,臺北市大安區延吉街１７５號２樓,(02)27216133,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501023537,景德耳鼻喉科診所,臺北市大安區和平東路２段１９１號,(02)27091363,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501024829,李唯通診所,臺北市大安區安居街１９號,(02)23773506,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501025077,陳惠章婦產科家庭醫學科診所,臺北市大安區羅斯福路３段２６１號２樓,(02)83695026,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501025246,窈窕診所,臺北市大安區復興南路２段６號４樓,(02)27096458,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,"	3501023537",滿意婦產科診所,臺北市大安區羅斯福路３段２７１號３樓及３樓之１,(02)23659191,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501026314,許世賓婦產科診所,臺北市大安區和平東路１段１６９號２樓及４樓及１７１號２樓,(02)33932211,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501026396,周大中婦產科診所,臺北市大安區敦化南路２段４６號２樓,(02)27552757,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501027188,康婕婦產科診所,臺北市大安區光復南路２４０巷２３號２樓,(02)27727282,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501027562,金郁婦產科診所,臺北市大安區忠孝東路４段１７７號７樓之４,(02)87716117,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501028078,莊國豐婦產科診所,臺北市大安區和平東路１段８號２樓,(02)23680003,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501028210,博安家庭醫學科診所,臺北市大安區麗水街３號,(02)23567066,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501029351,邱醫師診所,臺北市大安區和平東路３段２８８號,(02)27392696,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501029922,健華診所,臺北市大安區和平東路２段２９９號（實際營業地址：１樓）,(02)27072990,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3501029931,松德診所,臺北市大安區四維路１７０巷１６號,(02)27073326,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102A107,夏爾診所,臺北市大安區信義路４段２６５巷５２號、５４號,(02)23255508,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102A189,立喆診所,臺北市大安區建國南路２段１５１巷５２號,(02)27075826,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102B319,愛群婦產科診所,臺北市大安區信義路３段１５５號２樓之１、１７８號２樓、７樓,(02)55998333,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102D135,李細祥內科診所,臺北市大安區四維路１９８巷３０弄５號,(02)27018159,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102D555,謝婦產科診所,臺北市大安區忠孝東路４段３１１號３樓之１,(02)27728300,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102D564,張涵郁診所,臺北市大安區光復南路４１６號、４１２號２樓,(02)27047688,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102D733,富盈診所,臺北市大安區基隆路２段１７２之１號２樓、２樓之１、之２、之３,(02)66363996,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102F157,樂活診所,臺北市大安區師大路１２號（實際營業地址：１樓、３樓）,(02)23683883,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102F317,忠孝安媞婦產科診所,臺北市大安區忠孝東路４段５９號７樓之４,(02)27114998,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102F595,幸福婦產科診所,臺北市大安區忠孝東路４段２３５號１２樓,(02)27762222,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,"	350102J619",蘅好婦產科診所,臺北市大安區羅斯福路2段49號2樓,(02)23913953,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102F684,楊鵬生婦產科診所,臺北市大安區信義路２段７２號２樓,(02)23568820,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102G841,忠孝世賓婦產科診所,臺北市大安區忠孝東路４段１７６號４樓,(02)27116500,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102D135,李細祥內科診所                                                                                      ,臺北市大安區四維路198巷號號,(02)2701 8159,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102H071,家齡診所,臺北市大安區敦化南路１段１９１號地下之９至１９、地下之８８,(02)27211256,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102H526,禾馨大安婦幼診所,臺北市大安區新生南路３段４號２樓,(02)33652766,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102H964,于賓診所,臺北市大安區忠孝東路３段３０５號７樓之３、４、５、６,(02)27215996,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102H099,東風診所,臺北市大安區忠孝東路4段132號4樓,02-27775868,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102I345,聯準診所,臺北市大安區和平東路２段２６５巷６２號１樓,(02)27007722,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102I372,禾馨新生婦幼診所,臺北市大安區新生南路３段２號１樓、２號２樓、２號３樓,(02)23682333,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,"	350102F166",愛群兒童成長診所,臺北市大安區信義路3段155號1樓,(02)55998330,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,350102I587,瑞森診所,臺北市大安區信義路３段１３４巷１００號１樓,(02)27076002,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3701025722,中日美聯合牙醫診所,臺北市大安區和平東路３段５１號,(02)27002387,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3701027235,瑞誠牙醫診所,臺北市大安區安和路１段１０６號２樓,(02)27550996,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,3701029060,恩美牙醫診所,臺北市大安區大安路１段６１號２樓,(02)82526638,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,4001020028,尹書田醫療財團法人書田泌尿科眼科診所,臺北市大安區建國南路２段２７６號１樓、２７８號１樓,(02)23690211,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,4001020037,台灣地區婦幼衛生中心醫療財團法人婦幼保健診所,臺北市大安區復興南路１段２８５號９樓,(02)27056156,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,HY01020010,好孕助產所,臺北市大安區新生南路3段19巷3號, (02)23699362,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000030,"	4001020019",基督復臨安息日會醫療財團法人臺安診所,臺北市大安區敦化南路2段76號11樓,(02)27066575,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,0101090517I,臺北市立聯合醫院林森中醫昆明院區,臺北市中山區林森北路530號,(02)25916681,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,1101100011,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,臺北市中山區中山北路２段９２號,(02)25433535,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,1501100037,協和婦女醫院,臺北市中山區松江路８５巷５號９３巷６號９３巷６號２樓,(02)25072222,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,2101100227,臺北市立聯合醫院附設中山門診部,臺北市中山區松江路３６７號１樓,(02)25013363,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,"	350110B009",茱麗雅整形美學婦產科診所,臺北市中山區南京東路1段2號4F之2,(0225683086,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,"	350110A799",行健大直健康管理診所,臺北市中山區樂群3路126號13樓,800880690,Y,,,Y,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501100057,生泉婦產科診所,臺北市中山區民生東路１段３０號３、４、５樓,(02)25235566,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501100217,陳炯輝診所,臺北市中山區民生東路２段１０３號,(02)25221796,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501100815,木生婦幼診所,臺北市中山區長安東路２段９０號１－４樓８８號４樓,(02)25012312,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501100888,富生婦產科診所,臺北市中山區吉林路１５７號,(02)25812286,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501100986,葉小兒科診所,臺北市中山區長春路２２７號,(02)25054833,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501100995,柏泉內科小兒科診所,臺北市中山區北安路５９５巷２０弄５號,(02)25331730,,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,"	3501109532",龍江固亷診所,臺北市中山區龍江路360號,(02)25170093,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501101198,歐婦產科診所,臺北市中山區民生東路２段８０號,(02)25631711,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501101385,王三郎婦產科診所,臺北市中山區中山北路２段１６６號－２,(02)25948759,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501101492,李義男婦產科診所,臺北市中山區中山北路２段７１號４樓,(02)25361158,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
