序號,機構名稱,郵遞區號,地址,電話
37,康睿物理治療所,104,台北市中山區建國北路一段148號5樓,02 2517 2552
38,艾可居家物理治療所,104,台北市中山區農安街148號,02 2599 2630
39,旺得福居家物理治療所,104,臺北市中山區民權西路20號10樓之11,02-28113890
40,適悅物理治療所,104,台北市中山區龍江路144號3樓之1,
41,永業物理治療所,105,台北市松山區南京東路四段93號,02 2545 6298
42,生生優動民生運動物理治療所,105,台北市松山區延壽街330巷1號,02 2872 1526
43,禾悅物理治療所,105,台北市松山區光復北路8號2樓,02 2578 3923
44,景能物理治療所,105,台北市松山區光復北路3號3樓,02 2742 2753
45,臺北田徑場物理治療所,105,臺北市松山區南京東路4段10號,02-2570-2330
46,連邦物理治療所,105,台北市松山區南京東路四段52巷11號1樓,02 2579 8170
47,安健維康物理治療所,105,台北市松山區南京東路四段183號2樓,02 2717 7600
48,太陽物理治療所,105,台北市松山區三民路43巷3號,
49,牧仁物理治療所,105,台北市松山區長春路492號3樓,?02 2517 3712
50,動知物理治療所,105,台北市松山區敦化北路120巷22號,02 2545 0968
51,康齡安健物理治療所,105,台北市松山區八德路三段225號2號樓之七,02 2578 3330
52,畢士大物理治療所,106,台北市大安區和平東路二段42號3樓,02 2364 7188
53,新衡物理治療所,106,台北市大安區溫州街52巷19號,02 2362 3936
54,回春物理治療所,106,台北市大安區復興南路一段237號2樓之1,02-27003779
55,大安晨熙物理治療所,106,台北市大安區信義路三段172號3樓之1,?02 2709 4886
56,凱樂信義物理治療所,106,台北市大安區信義路三段150號4樓之1,02 2703 9060
57,川物理治療所,106,台北市大安區敦化南路二段5號11F-3,02 2784 0261
58,陽明大安物理治療所,106,台北市大安區新生南路一段165巷1號,02 2709 7922
59,動晰物理治療所,106,台北市大安區建國南路一段200號6樓,02 2740 9166
60,艾爾適能物理治療所,106,台北市大安區敦化南路二段154巷5號1樓,02 2706 0198
61,樞適物理治療所,106,台北市大安區忠孝東路四段178-1號10樓,?02 2779 1357
62,光合物理治療所,106,台北市大安區忠孝東路四段177號12樓,02 2779 0937
63,秉格物理治療所,106,台北市大安區信義路四段151號6樓,02 2701 2651
64,瞻恒物理治療所,106,台北市大安區瑞安街23巷8之1號1樓,02 2700 0277
65,大安國際物理治療所,106,台北市大安區信義路三段111巷2號之4號,?0908 031 062
66,癒健物理治療所,106,台北市大安區金山南路二段146號3樓,02 3393 6068
67,菲萌物理治療所,106,台北市大安區復興南路一段259號二樓,?02 2700 1345
68,康富大安物理治療所,106,台北市大安區瑞安街276巷16號,02 2706 0672
69,澄心康健物理治療所,106,台北市大安區建國南路一段270巷27號,02 7733 7576
70,台北康柏物理治療所,106,台北市大安區信義路三段172號二樓之一,0970 278 681
71,揪健康信義物理治療所,100,台北市信義區忠孝東路四段500號 10號樓之2,02 2722 5722
72,擁悅物理治療所,106,台北市大安區安和路二段211號4樓,02 2732 3246
73,運科物理治療所,106,台北市大安區師大路92巷6號2樓,02 2362 8233
74,適群居家物理治療所,106,台北市大安區四維路198巷32號,02 2706 3700
75,起辰物理治療所,106,台北市大安區信義路四段65號3樓,02 2706 8878
76,哈佛物理治療所,108,台北市萬華區西園路二段362號7樓,02 8258 8536
77,純居家物理治療所,108,台北市萬華區東園街73巷60號三樓,0921 607 540
78,幸福物理治療所,108,台北市萬華區西園路二段13巷12號,02 2302 0306
79,漢華物理治療所,108,台北市萬華區西園路二段254巷5號4樓,?02-23016181
80,宏光物理治療所,110,台北市信義區虎林街38號,
81,鉑適物理治療所,106,台北市大安區安和路一段79號1樓,02 2758 3285
82,易康脊足體態物理治療所,110,台北市信義區和平東路三段215號3樓,02 8732 1550
83,由朵物理治療所,110,台北市信義區基隆路一段103號1樓,02 2749 1899
84,脊立安居家物理治療所,110,台北市信義區永吉路491巷5弄46號,
85,揪健康運動物理治療所,110,台北市信義區忠孝東路四段500號 10號樓之2,02 2722 5722
86,生生優動天母運動物理治療所,111,台北市士林區忠誠路一段83號,02 2872 8889
87,樂橙物理治療所,111,台北市士林區天母西路22巷1-1號,?02 2877 1201
88,安安物理治療所,111,台北市士林區重慶北路四段 136號1樓,02 2812 0898
89,慕福物理治療所,111,台北市士林區福國路50巷6弄8號,02 2831 2465
90,尚好物理治療所,111,台北市士林區重慶北路四段(迴轉道/延平北路社子/三重)250號3樓,0983 739 660
91,跑居家物理治療所,108,台北市萬華區東園街73巷60號三樓,0921 607 540
92,棨晨居家物理治療所,111,台北市士林區德行東路104巷7弄7號,0983 661 617
93,雙全物理治療所,112,台北市北投區明德路7號1樓,0971 772 188
94,江威漢物理治療所,112,台北市北投區天母西路124號,02 2828 2892
95,晉熯脊骨物理治療所,112,台北市北投區振華街42號1樓,02 2823 5681
96,陽明物理治療所,112,台北市北投區石牌路一段166巷22號,02 2827 0453
97,陳子敬物理治療所,112,台北市北投區致遠三路55巷78號,02 2828 5596
98,復力物理治療所,112,台北市北投區大業路620號1樓,02 2898 2502
99,禾康物理治療所,112,台北市北投區光明路223號5樓,02 2892 6223
100,陽明交大領航物理治療所,112,台北市北投區西安街二段167號3樓,02 2826 1698
101,內湖物理治療所,114,台北市內湖區內湖路一段615號1樓,02 2793 8750
102,湖光物理治療所,114,台北市內湖區成功路四段38號三 樓,02 2792 0234
103,生生優動內湖運動物理治療所,114,台北市內湖區內湖路一段727號,02 2799 1526
104,永鑫物理治療所,115,台北市南港區八德路四段885號3樓,0911 278 979
105,好物理治療所,116,台北市文山區萬隆街64號3F,0920-988-007
106,新安物理治療所,116,台北市文山區興隆路三段152巷18號1樓,0965 355 691
107,誠星物理治療所,116,台北市文山區羅斯福路六段138號2 樓,02 8663 5288
108,艾思物理治療所,116,台北市文山區羅斯福路六段143號,02 8931 0203
