序號,機構名稱,郵遞區號,地址,電話
24,梅約內科診所,103,臺北市大同區長安西路88號1、2、3樓,2555-7728
25,梅約診所,103,臺北市大同區長安西路88號1、2、3樓,2555-7728
26,佑佳內科診所,103,臺北市大同區承德路2段142號1樓及2樓,2557-5687
27,喜聖診所,103,臺北市大同區長安西路235號(1樓)、237號(1樓)、239號2樓之1、239號2樓之2,(02) 2559-5078
28,賢福診所,103,臺北市大同區民權西路148號2樓,(09) 7930-8520
29,泉源診所,103,臺北市大同區庫倫街51之5號(1樓),02-28358536
30,思雲診所,104,臺北市中山區中山北路2段137巷10號1樓、地下樓,2571-3839
31,長安診所,104,臺北市中山區八德路2段259號（1樓、2樓）,02-2711-1000
32,民生承安診所,104,臺北市中山區民生東路3段90號1樓、2樓,02-25032633
33,宏林診所,104,臺北市中山區民生西路6號、6號2樓、6號2樓之1,02-25618979
34,如田診所,104,臺北市中山區民生東路二段一二八號一樓,(02) 2536-1100
35,森朗森仰診所,104,臺北市中山區南京東路2段132號2樓,02-25080005
36,行健大直健康管理診所,104,臺北市中山區樂群三路126號13樓、130號13樓、132號13樓,02-85023980
37,容康診所,104,臺北市中山區中山北路1段82號8樓,02-25410528
38,潘外科內科診所,104,臺北市中山區長春路135之1號2樓,2571-1993
39,宗北內科診所,104,臺北市中山區民生西路24號2樓,(02) 2541-1001
40,陳世澤內科診所,104,臺北市中山區龍江路２８４－１號,(02) 2501-4769
41,北安聯合診所,104,臺北市中山區北安路569之2號 569之3號  569之4號 569之1號二 樓 569之2號二 樓 569之3號二 樓 569之4號二 樓,2533-7777
42,輝雄診所,104,臺北市中山區吉林路300號1、2、3、4樓302號 1、2、3、4樓,(02) 2560-2586
43,柏泉內科小兒科診所,104,臺北市中山區北安路５９５巷２０弄５號,(02) 2533-1730
44,李堯?內兒科診所,104,臺北市中山區民權東路二段２３號,(02) 2596-1172
45,卓越健康診所,104,臺北市中山區復興北路166號4樓,02-27186208
46,永育樂群診所,104,臺北市中山區樂群二路210之2號(1樓),02-85012268
47,上質健康管理診所,104,臺北市中山區北安路780號6樓,02-85020222
48,李宜霖診所,104,臺北市中山區植福路296號、298號、308號3樓之5,02-26582669
49,柏安診所,104,臺北市中山區長安東路二段88號10樓及90號10樓,2501-9010
50,元林診所,104,臺北市中山區吉林路239號3樓、239號3樓之1,2542-2508
51,國防部醫務組診所,104,臺北市中山區北安路409號,02-85099765
52,怡仁診所,104,臺北市中山區中山北路1段82號5樓,02-25815656
53,信安診所,104,臺北市中山區民生西路24號3樓,2511-8112
54,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,104,臺北市中山區中山北路二段９２號,(02) 2543-3535
55,民安診所,105,臺北市松山區民生東路5段76號1樓,2766-0656
56,原邑診所,105,臺北市松山區健康路325巷6弄21號,2747-2985
57,佑家診所,105,臺北市松山區八德路3段233號(1樓),2578-5658
58,樂康診所,105,臺北市松山區八德路3段 213號(1樓),2578-8360
59,何兆芬健康診所,105,臺北市松山區南京東路四段47號2樓,2545-1611
60,祐腎內科診所,105,臺北市松山區南京東路四段50號8樓,2570-2368
61,黎博彥診所,105,臺北市松山區民生東路五段230號,2768-2802
62,安禾聯合診所,105,臺北市松山區民權東路三段一七八號三樓,2713-7889
63,完全優整合醫學診所,105,臺北市松山區南京東路三段303巷6弄11號,6600-9143
64,王躬仁診所,105,臺北市松山區新中街１２之３號１樓,(02) 2747-1321
65,安德聯合診所,105,臺北市松山區八德路三段３４號４樓及１２樓,(02) 2570-5886
66,吳慶南內科診所,105,臺北市松山區民生東路5段138巷1號(1樓),(02) 2765-9566
67,陳炳堅內科診所,105,臺北市松山區延壽街３２７號,(02) 2763-7199
68,張芳杰內兒科診所,105,臺北市松山區民生東路五段１３８巷７號,(02) 2764-4400
69,松山內兒科診所,105,臺北市松山區八德路四段２５５號,27658676  27674262
70,康活診所,105,臺北市松山區復興北路333號5樓,2718-3159
71,劉內兒科診所,105,臺北市松山區民生東路五段148號、148之1號,(02) 2760-3922
72,博仁綜合醫院,105,臺北市松山區光復北路66號、68號地下一層、68號、68號2至7樓、68號2樓之1至7樓之1、68號2樓之2至7樓之2,(02) 2578-6677
73,基督復臨安息日會醫療財團法人臺安醫院,105,"臺北市松山區八德路二段424,426號",(02) 2771-8151
74,長庚醫療財團法人台北長庚紀念醫院,105,臺北市松山區敦化北路199號(暫未開放)、197號(暫未開放)、臺北市松山區敦化北路199巷6號、 臺北市松山區民生東,(02) 2713-5211
75,三軍總醫院松山分院附設民眾診療服務處,105,臺北市松山區健康路１３１號,(02) 2746-2151
76,康明哲小兒科內科診所,105,臺北市松山區三民路１３６巷１５號,(02) 2767-5941
77,東風診所,106,臺北市大安區忠孝東路4段132號4樓,02-27775868
78,李醫師診所,106,臺北市大安區光復南路572號(1樓),2704-1696
79,信禾診所,106,臺北市大安區信義路4段281號2樓,02-27035758
80,信德診所,106,臺北市大安區敦化南路1段362號5樓、5樓之1,(02)2701-9055
81,基督復臨安息日會醫療財團法人臺安診所,106,臺北市大安區敦化南路二段76號11樓、11樓之1、11樓之2、11樓之3,2700-2899
82,尹書田醫療財團法人書田泌尿科眼科診所,106,臺北市大安區建國南路2段276號1樓、2樓、4樓、4樓之1、B1、B1之1、278號1樓,2369-0211
83,國立臺灣大學醫學院附設醫院癌醫中心分院,106,臺北市大安區基隆路 3段155巷57號,02-23220322
84,中山醫療社團法人中山醫院,106,臺北市大安區仁愛路四段112巷11號、12號、13弄6、8號1樓,02-27081166
85,國泰醫療財團法人國泰綜合醫院,106,臺北市大安區仁愛路四段266巷6號，280號,(02) 2708-2121
86,中心診所醫療財團法人中心綜合醫院,106,臺北市大安區忠孝東路四段７７號,(02) 2751-0221
87,宏恩醫療財團法人宏恩綜合醫院,106,臺北市大安區仁愛路四段71巷1號、仁 愛路四段61號、仁愛路四段91巷16號,(02) 2771-3161
88,秀傳醫院,106,臺北市大安區光復南路116巷1、3、5號1至4樓及地下1樓,2771-7172
89,蔡國仁內兒科診所,106,臺北市大安區忠孝東路三段２１７巷４弄２１號,(02) 2751-1916
90,林青穀家庭醫學科診所,106,臺北市大安區大安路1段2之1號,(02) 2731-7557
91,張渝醫師診所,106,臺北市大安區基隆路二段２７０號１Ｆ,(02) 2732-1318
92,羅斯福診所,106,臺北市大安區羅斯福路3段253號2樓，2樓之1，2樓之3,(02) 2369-4964
93,啟誠聯合診所,106,臺北市大安區和平東路二段120號1樓、2樓、3樓、4樓,(02) 2378-4380
94,皇家診所,106,臺北市大安區羅斯福路三段２２７號１０樓,2369-1450
95,尖端診所,106,臺北市大安區敦化南路二段一六八號十一樓,2378-9734
96,安仁診所,106,臺北市大安區安和路1段29號6樓,8773-3676
97,鼎心診所,106,臺北市大安區新生南路2段2號2樓之5,2327-9188
98,陳峙仰診所,106,臺北市大安區敦化南路1段376號4樓之1,2754-2658
99,立?診所,106,臺北市大安區建國南路二段151巷52號,2707-5826
100,李細祥內科診所,106,臺北市大安區四維路198巷30弄5號,2701-8159
101,張涵郁診所,106,臺北市大安區光復南路416號1樓、412號2樓,02-27047688
102,櫟安診所,106,臺北市大安區金山南路2段200號11樓,2358-2138
103,藏琢診所,106,臺北市大安區新生南路1段161巷37號1樓、165巷37號1樓,2784-8588
104,楊海醫師診所,106,臺北市大安區新生南路2段2號6樓之2,2321-0205
105,台北享新代診所,106,臺北市大安區忠孝東路4段26巷7號2樓,02-87722089
106,杏保醫網信康診所,106,臺北市大安區敦化南路2段335號1樓,2377-1363
107,嘉生診所,108,臺北市萬華區廣州街72號(1樓)、74號(1樓),(02) 2306-4922
108,萬澤內科診所,108,臺北市萬華區萬大路425之1號2、3、4樓,2339-7018
109,萬華衛康內科診所,108,臺北市萬華區萬大路217號,02-23092807
110,艋舺通安診所,108,臺北市萬華區環河南路2段242號、242之1號,2308-9862
111,佳德內科診所,108,臺北市萬華區西園路一段200號2樓,02-23022276
112,榮順診所,108,臺北市萬華區環河南路二段238號,2302-0726
113,台北透析診所,108,臺北市萬華區西園路一段200號3樓,(02) 2338-2398
114,和煦診所,108,臺北市萬華區和平西路3段216號1樓,2308-0368
115,可為診所,108,臺北市萬華區青年路24號(1樓),2337-0111
116,國立臺灣大學醫學院附設醫院北護分院,108,"臺北市萬華區康定路３７號、臺北市萬華區內江街87號、臺北市萬華區內江街87號、臺北市萬華區內江街89號 (文教?,0223717101""",(02) 2371-7101
117,西園醫療社團法人西園醫院,108,臺北市萬華區西園路二段266、268、270、272、276號、185、187、189號,02-23329888
118,財團法人台灣省私立台北仁濟院附設仁濟醫院,108,臺北市萬華區廣州街２００，２４３號,(02) 2302-1131
119,同仁院醫療財團法人萬華醫院,108,臺北市萬華區中華路二段６０６巷６號,(02) 2305-9292
120,鄭內兒科診所,108,臺北市萬華區艋舺大道430號,(02) 2306-7992
121,顏克文診所,108,臺北市萬華區貴陽街二段１０３號,(02) 2331-0413
122,林進雄診所,108,臺北市萬華區桂林路102號1樓,(02) 2304-0998
123,童錫鈺診所,108,臺北市萬華區萬大路４８６巷５９弄１７號,(02) 2307-9851
124,雙園診所,108,臺北市萬華區西藏路261之3號,6608-2888
125,姚醫師診所,110,臺北市信義區忠孝東路五段396號二樓,02-87898822
126,陳育鵬內科診所,110,臺北市信義區松山路568號,2346-1010
127,松禾診所,110,臺北市信義區松山路130號3樓、3樓之1,2766-6738
128,自在診所,110,臺北市信義區中坡南路84號,2726-8199
129,博文診所,110,臺北市信義區吳興街284巷1之4號,2732-1016
130,康誠內科診所,110,臺北市信義區松山路625號,2726-0018
131,松山班廷建興診所,110,臺北市信義區市民大道6段318號(實際營業地址：1樓、2樓),02-27652295
132,康璽診所,110,臺北市信義區忠孝東路5段412之7號1樓及地下一層,8786-1230
133,醫願診所,110,臺北市信義區 信義路4段456號3樓、3樓之1、3樓之2、3樓之3,(02)6604-1777
134,欣垣診所,110,臺北市信義區基隆路1段70號10樓,02-27605885
135,臺北醫學大學附設醫院,110,臺北市信義區吳興街２５2號、250號,(02) 2737-2181
136,臺北市政府醫務室,110,臺北市信義區市府路1號(1樓東區),
137,臺北市議會醫務室,110,臺北市信義區仁愛路四段507號,
138,連小兒科診所,110,臺北市信義區松山路４６５巷１１號１Ｆ,(02) 2728-5487
139,詹毅然內科診所,110,臺北市信義區嘉興街３０２號１Ｆ,(02) 2732-7770
140,富陽劉內兒科診所,110,臺北市信義區富陽街４３號１Ｆ,(02) 2732-5132
141,大明診所,110,臺北市信義區崇德街３５號１樓,(02) 2732-6885
142,佳康內科診所,110,臺北市信義區基隆路2段109號8樓、8樓之1,02-27384770
143,俊安診所,110,臺北市信義區永吉路30巷148弄6號,2760-5757
144,宜達診所,111,臺北市士林區前港街86號1樓,02-28833678
145,凱硯診所,111,臺北市士林區中山北路7段108號地下1層、110號2樓、3樓及4樓、110之1號3樓及4樓,02-28762828
146,新光醫療財團法人新光吳火獅紀念醫院,111,臺北市士林區文昌路95號及士商路51號、51號2樓、51號3樓、51號4樓、51號5樓、51號6樓、51號7樓、53號、55號、5,(02) 2833-2211
147,元順診所,111,臺北市士林區德行西路１０６號,(02) 2834-0633
148,惠周內兒科診所,111,臺北市士林區大北路９６號１樓,(02) 2881-2962
149,德福診所,111,臺北市士林區大東路七十七號,(02) 2881-1982
150,福林診所,111,臺北市士林區中山北路五段６８５號４樓,(02) 2831-4146
151,杏暉診所,111,臺北市士林區社子街15號,2811-7094
152,百齡診所,111,臺北市士林區重慶北路四段187號1、2樓,2812-6892
153,天母許內科家醫科診所,111,臺北市士林區天母北路49號,(02) 2872-9367
154,忠誠聯合診所,111,臺北市士林區忠誠路2段50巷35號,(02) 8866-1176
155,怡德診所,111,臺北市士林區文林路342號6樓,(02)2883-8099
156,揚德健康診所,111,臺北市士林區中正路436號(1、2樓),2836-2868
157,心福內科診所,111,臺北市士林區中山北路六段167號(實際使用:1、2樓),02-28331115
158,德生診所,111,臺北市士林區文林路552號(1樓),
159,禾旭診所,111,臺北市士林區大南路323之1號12樓(12層、13層),02-28829797
160,永安家庭醫學科診所,112,臺北市北投區中央北路一段172號(實際使用：一、二層),2894-0888
161,祐民聯合診所,112,臺北市北投區中央南路一段207號1、2、3樓、211巷1、3號1、2、3樓、209號2、3樓,2895-1301
162,文林診所,112,臺北市北投區裕民六路120號2樓,2827-3690
163,王志靈診所,112,臺北市北投區實踐街44號,(02) 2822-7397
164,承新診所,112,臺北市北投區北投路二段11號,2893-9833
165,潔生診所,112,臺北市北投區石牌路二段321號,02-28710237；0933873016
166,陳珀勳診所,112,臺北市北投區明德路75號1樓,2820-6263
167,華榮診所,112,臺北市北投區承德路七段90號2、3樓,2828-7070
168,衡心診所,112,臺北市北投區光明路226號2樓,2895-1035
169,弘德診所,112,臺北市北投區雙全街64號1、2樓、66號1、2樓、68號1、2樓,02-28908791
170,崇德診所,112,臺北市北投區承德路七段310號1樓(含夾層),2823-7682
171,慧捷診所,112,臺北市北投區中央北路三段59號,2897-5183
172,晟幸診所,112,臺北市北投區石牌路一段71巷9弄19號1樓、19之1號(1樓),02-28261661
173,和新診所,112,臺北市北投區中央北路1段2號(9樓、10樓),02-28970111
174,榮陽安心診所,112,臺北市北投區自強街168號,2821-1566
175,天母力康診所,112,臺北市北投區明德路365號(教學研究綜合大樓3樓),02-28210866
176,三軍總醫院北投分院附設民眾診療服務處,112,臺北市北投區新民路60號、中和街250號1至4樓、永興路二段2號1至2樓,(02) 2895-9808
177,臺北榮民總醫院,112,臺北市北投區石牌路二段201號、322號,(02) 2871-2121
178,臺北市立關渡醫院─委託臺北榮民總醫院經營,112,臺北市北投區知行路二二五巷十二號,2858-7000
179,振興醫療財團法人振興醫院,112,臺北市北投區振興街４５號,(02) 2826-4400
180,醫療財團法人辜公亮基金會和信治癌中心醫院,112,臺北市北投區立德路１２５號,02-28970011
181,臺北市北投健康管理醫院,112,臺北市北投區中和街2號,02-28988686
182,石牌李診所,112,臺北市北投區西安街一段二八一巷十五號,(02) 2834-2849
183,吉安診所,112,臺北市北投區西安街一段２８１巷１８號,(02) 2823-1832
184,杏華診所,112,臺北市北投區知行路218號(實際使用:1樓),02-28585522
185,國泰醫療財團法人內湖國泰診所,114,臺北市內湖區瑞光路337號(1、2、3、4樓),02-87972121
186,保安診所,114,臺北市內湖區東湖路141之1號1、2樓,02-26334566
187,康寧醫療財團法人康寧醫院,114,臺北市內湖區成功路五段４２０巷２６號,2634-5500
188,中國醫藥大學附設醫院臺北分院,114,臺北市內湖區內湖路二段360號、362號,02-27919696
189,臺北市立聯合醫院附設內湖門診部,114,臺北市內湖區民權東路六段99號之1(1樓),(02) 2790-8387
190,陳森豊診所,114,臺北市內湖區環山路一段２號１樓及２樓,(02) 2799-0361
191,康育診所,114,臺北市內湖區成功路三段189號2樓,(02) 2790-9134
192,振興內兒科診所,114,臺北市內湖區成功路三段１９３號,(02) 2790-6179
193,劉淦華診所,114,臺北市內湖區金龍路43號,(02) 2790-5374
194,東成診所,114,臺北市內湖區民權東路六段495號２樓之1、之2，495號4樓,02-26316850
195,秉信診所,114,臺北市內湖區成功路四段40號２樓,(02) 2790-2884
196,洪永祥診所,114,臺北市內湖區成功路三段6巷1號、1號2樓,8791-7601
197,日新診所,114,臺北市內湖區成功路五段446號1樓,2634-2743
198,全心圓診所,114,臺北市內湖區瑞光路26巷36弄2號3樓及2之1號3樓,02-27909966
199,湖欣診所,114,臺北市內湖區成功路四段327號,2791-8350
200,康研診所,114,臺北市內湖區瑞光路419號1樓,2657-7257
201,心力合診所,114,臺北市內湖區民權東路六段165、167、169、171號,2791-3169
202,思維診所,114,臺北市內湖區文德路25號,02-26574559
203,葫洲診所,114,臺北市內湖區康寧路三段35、37號,2630-6606
204,伊凡維納診所,114,臺北市內湖區金莊路26號3樓之2,02-27922633
205,全新圓診所,114,臺北市內湖區瑞光路26巷36弄2號2樓、2之1號2樓,02-27906100
206,禾馨民權內科診所,114,臺北市內湖區民權東路6段40號(1樓含夾層)及42號1樓(含夾層),8791-9633
207,禾馨內湖內科診所,114,臺北市內湖區行忠路189號(1樓含夾層),2791-0331
208,高峰診所,114,臺北市內湖區內湖路2段39號1樓,2659-1888
209,三軍總醫院附設民眾診療服務處,114,臺北市內湖區成功路二段325號,
210,黃家庭醫學科診所,115,臺北市南港區研究院路一段１６１號,(02) 2782-0908
211,多田診所,115,臺北市南港區忠孝東路6段6號2樓之1,2654-6389
212,康禾診所,115,臺北市南港區忠孝東路七段551號,02-27855629
213,吳錫賢診所,116,臺北市文山區木新路三段２０８號１樓,(02) 2938-1577
214,景安診所,116,臺北市文山區羅斯福路六段136號2樓,2933-0551
215,健鑫診所,116,臺北市文山區忠順街一段28號,2937-5680
216,仁荔健康診所,116,臺北市文山區興隆路一段258號,2933-9986
217,慶如診所,116,臺北市文山區萬慶街18號2樓,2933-7058
218,順欣診所,116,臺北市文山區木柵路3段112號(實際營業地址：一層、二層),2939-1011
219,興隆內科小兒科診所,116,臺北市文山區興隆路二段１７號,(02) 2931-1736
220,山林診所,116,臺北市文山區羅斯福路6段407號2樓、2樓之1,2933-2010
221,臺北市立萬芳醫院-委託臺北醫學大學辦理,116,臺北市文山區興隆路三段111號,(02) 2930-7930
222,景美醫院,0,"臺北市文山區羅斯福路六段280號、文山區育英街2巷18號、文山區羅斯福路六段276巷1號1樓、文山區萬慶街18號1樓?,02-29331010""",景美醫院
223,保順診所,116,臺北市文山區木新路二段２０６號,(02) 2939-6868
224,興隆李內兒科診所,116,臺北市文山區興隆路一段１２號,(02) 2931-4537
225,欣成診所,116,臺北市文山區辛亥路4段128之1號3樓,02-89351237
