縣市,行政區,郵遞區號,特寵業字號及有效期限,許可證登記公司名,電話,地址,營業項目,評鑑等級
臺北市,大安區,106,"V1070199-01
(2024.08.21)","愛貓寒舍
有限公司","02-2737-0766
0932-314-613",基隆路二段110號5樓,寄養,甲等
臺北市,大安區,106,"V1070206-00
(2024.10.17)","好寵企業
有限公司",02-2707-8877,信義路三段75-1號1、2樓,寄養,特優
臺北市,大安區,106,"V1070214-00
(2024.12.27)",松樺犬貓坊,"02-2739-3123
0911-889-977",基隆路二段120號1樓,"買賣
寄養",甲等
臺北市,大安區,106,"V1110313-00
(2025.03.03)",旻利寵物用品社,0983-741-977,光復南路700號1樓,"買賣
寄養",新設
臺北市,大安區,106,"V1090267-00
(2023.01.12)",金草本寵物精品店,02-2735-9928,基隆路二段110號1及2樓,"買賣
寄養",甲等
臺北市,大安區,106,"V1090268-00
(2023.03.31)","毛小孩美寵興業
有限公司",02-2706-6268,信義路四段293號2樓,寄養,新設
臺北市,大安區,106,"V1090273-00
(2023.07.13)","韻羽股份
有限公司",0975-279-931,復興南路一段76號10樓之3,寄養,新設
臺北市,大安區,106,"V1090279-00
(2023.11.08)",耀晟寵物坊,"02-2739-2705
0972-393-433",基隆路二段130號1樓,"買賣
寄養",換發
臺北市,大安區,106,"V1090282-00
(2023.12.24)","北歐犬舍
有限公司",0933-066-543,新生南路二段60之1號和60之2號,寄養,換發
臺北市,大安區,106,"V1100287-00
(2024.02.08)","超可愛名犬
企業社",0958-096-659,基隆路二段134-1號1樓,"買賣
寄養",新設
臺北市,大安區,106,"V1110328-00
(2025.08.21)","大安旺旺愛犬屋
有限公司",0955-909-230,復興南路一段321號6樓及6樓之2,寄養,換發
臺北市,大安區,106,"V1100301-00
(2024.08.04)",毛尾巴商行,0905-239-238,大安路一段205號1樓,寄養,新設
臺北市,大安區,106,"V1110325-00
(2025.08.02)",貓膩會館,0925-995151,光復南路702號1樓,"買賣
寄養",新設
臺北市,大安區,106,"V1080254-00
(2025.09.16)",貓寶貝寵物園,02-2735-0050,基隆路二段128號1樓,買賣,新設
臺北市,大安區,106,"V1110321-00
(2025.7.14)","寵愛有加
股份有限公司",0982-377588,安和路二段41號1樓,寄養,換發
臺北市,大安區,106,"V1110326-00
(2025.7.27)","東森寵物雲股份
有限公司通化分公司",02-2732-4986,通化街26之7號1樓,"買賣
寄養",新設
臺北市,大安區,106,"V1110327-00
(2025.8.16)",睿誼寵物有限公司,0970-513153,新生南路一段147之2號1樓,寄養,新設
臺北市,中山區,104,"V1070094-01
(2024.07.30)",吳星慧寵物生活館,02-2599-1549 ,中山北路三段53之8號1樓,寄養,甲等
臺北市,中山區,104,"V1070103-01
(2024.05.20)",哈利寵物精緻美容,02-2598-1861 ,林森北路643號1樓,寄養,甲等
臺北市,中山區,104,"V1070107-01
(2024.08.21)",瑞琪寵物精品股份有限公司,02-2567-8195,中山北路二段77巷17-4號1樓,寄養,乙等
臺北市,中山區,104,"V1110322-01
(2025.07.25)",誼文寵物生活館,"02-2592-3252
0955-527-790",中山北路三段55巷20、22、24、26號1樓、20號地下1樓、26號2樓,寄養,換發
臺北市,中山區,104,"V1070127-01
(2024.05.22)",就甘心寵物美容旅館,"02-2568-2751
0932-024-272",新生北路二段60巷16號4樓,寄養,優等
臺北市,中山區,104,"V1070154-01
(2024.09.15)",豪斯寵物服務有限公司,"02-8502-1008
0922-197-765",敬業一路160號,寄養,優等
臺北市,中山區,104,"V1070186-00
(2024.05.20)",犬貓物語生活館,02-2521-2532 ,林森北路472-5號,"買賣
寄養",丙等
臺北市,中山區,104,"V1070190-00
(2024.07.27)",慵懶貓寵物旅館,"02-2595-1775
0956-366-173",新生北路三段82號1樓,寄養,乙等
臺北市,中山區,104,"V1070201-00
(2024.09.16)",米香尼寵物美容店,0935-321-513 ,中山北路二段59巷3弄7號1樓,寄養,甲等
臺北市,中山區,104,"V1070205-00
(2024.09.24)",歐品邁國際有限公司,0932-784-458 ,明水路672巷36號1樓,寄養,特優
臺北市,中山區,104,"V1070211-00
(2024.11.01)",貓語花香坊,0982-034-526 ,復興南路一段36-2號2樓,寄養,甲等
臺北市,中山區,104,"V1080221-00
(2025.03.18)",宅貓商行,0972-720-762 ,民生東路二段3號1樓,寄養,優等
臺北市,中山區,104,"V1080231-00
(2025.04.22)",嘟波寵物自在生活坊,0963-088-200 ,新生北路三段84巷25號1樓,寄養,優等
臺北市,中山區,104,"V1080239-00
(2022.05.14)",貓狗同萌有限公司,0933-943-448 ,新生北路一段138號地下1樓,寄養,乙等
臺北市,中山區,104,"V1080241-00
(2022.06.30)",逸升有限公司,02-2275-3990 ,建國北路二段129號1樓及地下1樓,寄養,新設
臺北市,中山區,104,"V1080245-00
(2022.06.18)",爪子精緻寵物沙龍店,0928-013-667 ,長春路3巷11弄3號,寄養,甲等
臺北市,中山區,104,"V1080251-00
(2022.08.22)",汪堡股份有限公司,"02-8501-2134
0925-525-385",敬業二路69巷57號1樓,寄養,新設
臺北市,中山區,104,"V1080262-00
(2022.12.29)",貝多芬寵物造型生活館,02-2551-2948 ,長安東路一段39-2號1樓,寄養,新設
臺北市,中山區,104,"V1080264-00
(2022.12.24)",庚旺有限公司,02-2599-7058 ,德惠街4號1樓,寄養,新設
臺北市,中山區,104,"V1090284-00
(2023.12.24)","萬達寵物事業股份
有限公司林森分公司",02-2542-6655 ,林森北路512號1樓,寄養,新設
臺北市,中山區,104,"V1100290-00
(2024.03.08)",普奇寵物企業社,02-2731-9200 ,長安東路二段195號1樓,寄養,換發
臺北市,中山區,104,"V1100307-00
(2024.11.09)",毛樂地寵物事業股份有限公司,02-8502-6810,明水路672巷40號1樓,寄養,新設
臺北市,中山區,104,"V1100309-00
(2024.12.27)",欣薇達寵物精品沙龍,02-2773-3838,長安東路二段228號,寄養,新設
臺北市,中山區,104,"V1110316-00
(2025.03.23)",逗留寵物工作室,02-8509-1809,北安路518巷14弄10號1樓,寄養,新設
臺北市,中山區,104,"V1070202-00
(2024.10.12)",毛旅企業社,02-2721-3091,長安東路二段232號1樓,寄養,甲等
臺北市,中山區,104,"V1110316-00
(2025.05.15)",群章企業,0989-268-230,民生東路一段69號1樓,"買賣
寄養",新設
臺北市,中山區,104,"V1110319-00
(2025.06.05)",好日子寵物美容,0926-026-008,北安路458巷39號1樓,寄養,新設
臺北市,中山區,104,"V1110326-00
(2025.08.02)",?橙有限公司,0953-552-559,雙城街49巷9-6號1樓,寄養,新設
臺北市,中山區,104,"V1110329-00
(2025.09.04)",啵好寵物生活館,02-2533-0209,北安路472號1樓,寄養,換證
臺北市,中山區,104,"V1110330-00
(2025.09.13)",高屋寵物股份有限公司,02-85015599,敬業一路128巷8號1樓,寄養,新設
臺北市,中正區,100,"V1070159-02
(2024.07.18)","一起寵物
生活館","02-2367-9996
0939-994399",廈門街125號1樓,寄養,優等
臺北市,中正區,100,"V1070218-00
(2025.01.17)","有間貓旅
有限公司","0928-090-300
02-2396-3963",南昌路一段14號2樓,寄養,優等
臺北市,中正區,100,"V1110320-00
(2025.06.29)",樂佩有限公司,02-2321-6162,仁愛路二段68號1樓,寄養,換發
臺北市,中正區,100,"V1090269-00
(2023.04.09)",有狗真好工作室,0983-257-246,中華路二段475號1樓,寄養,新設
臺北市,中正區,100,"V1090275-00
(2023.07.29)","樂之寵物事業
股份有限公司",0960-621-159,濟南路二段35之1號1樓,寄養,新設
臺北市,中正區,100,"V1090283-00
(2023.12.17)",宿喜貓商事,0910-302-132,南昌路二段206號2樓之3,寄養,新設
臺北市,中正區,100,"V1110312-00
(2025.01.13)",優仕寵物生活館,02-2367-5899,羅斯福路三段238號2樓,寄養,新設
臺北市,內湖區,114,"V1070130-02
(2024.07.29)","萬達寵物事業股份
有限公司金龍分公司",02-2790-8725,內湖路三段3號1樓及地下1樓、5號地下1樓,寄養,乙等
臺北市,內湖區,114,"V1070147-01
(2024.09.16)","黑鼻子寵物
服務有限公司",02-8791-2541,內湖路二段263巷9弄5號1樓、7號1樓,寄養,優等
臺北市,內湖區,114,"V1070156-02
(2024.07.08)",五號寵物店,"02-2656-2229
0958-117-148",內湖路一段737巷8弄14號1樓,寄養,乙等
臺北市,內湖區,114,"V1070171-01
(2024.07.29)","安琪國際
有限公司","02-2795-1919
0916-845-280",民權東路六段123巷24號,"買賣
寄養",甲等
臺北市,內湖區,114,"V1070217-00
(2025.01.10)",大爺股份有限公司,0989-504-345,民權東路六段170號1、2樓,寄養,優等
臺北市,內湖區,114,"V1080233-00
(2025.04.24)",咕咕碁有限公司,"02-2275-3990
02-2634-8000",東湖路82號1樓,寄養,甲等
臺北市,內湖區,114,"V1080246-00
(2025.06.30)",樂兒國際有限公司,02-2792-1719,民權東路六段123巷34弄19號1及2樓,寄養,新設
臺北市,內湖區,114,"V1090271-00
(2023.05.04)",洗澡吧寵物澡堂,02-2793-7288,成功路四段328號1樓,寄養,新設
臺北市,內湖區,114,"V1090274-00
(2023.07.13)",李老師犬貓坊,02-2634-1985,成功路四段182巷8弄7號1樓,"買賣
寄養",新設
臺北市,內湖區,114,"V1100298-00
(2024.05.18)","小客廳寵物事業
有限公司","0911-266-235
02-8791-8081",成功路四段30巷19號,寄養,換發
臺北市,內湖區,114,"V1100302-00
(2024.08.29)",咪皇有限公司,0966-518-887,文德路210巷30弄6號2樓之5,"買賣
寄養",新設
臺北市,內湖區,114,"V1100306-00
(2024.09.26)",哈荳米比商行,0902-373-156,內湖路二段376巷12號1樓,寄養,新設
臺北市,內湖區,114,"V1100289-00
(2024.03.04)",恩心寵物美容坊,02-2631-1299,康寧路三段189巷12弄19號1樓,寄養,乙等
臺北市,內湖區,114,"V1110323-00
(2025.07.27)","大爺股份有限公司
寶湖分公司",0989-504-345,民權東路六段166號1、2樓,寄養,新設
臺北市,文山區,116,"V1070149-01
(2024.06.21)","樂福犬
寵物生活館",02-2936-0948,保儀路21號,寄養,甲等
臺北市,文山區,116,"V1070153-01
(2024.04.30)","宬銘屋
寵物生活館",02-2934-5717,景隆街48號1樓,寄養,甲等
臺北市,文山區,116,"V1070187-00
(2024.06.18)","全滿屋
寵物生活館",02-2931-3199,興隆路二段220巷31弄7號,寄養,甲等
臺北市,文山區,116,"V1070197-00
(2024.08.13)","就是貓
工作坊","02-2234-1487
02-2798-5816",木柵路三段85巷23弄18號1樓,寄養,優等
臺北市,文山區,116,"V1070208-00
(2024.10.23)","小花貓
寵物生活館",02-2933-8515,景興路223號,寄養,優等
臺北市,文山區,116,"V1080229-00
(2025.04.22)",狗窩商行,0935-231-126,興隆路四段86號1樓及地下1樓,寄養,乙等
臺北市,文山區,116,"V1080230-00
(2025.04.22)",逸康有限公司,"02-2275-3990
02-2939-8833",興隆路四段70之1號,寄養,甲等
臺北市,文山區,116,"V1080242-00
(2025.06.05)","得水集寵
股份有限公司",02-2939-3757,木柵路二段27號1樓,寄養,新設
臺北市,文山區,116,"V1080259-00
(2022.12.11)","亮亮狗戀
工作室","02-8661-5719
0975-963-979",新光路一段138號1樓,寄養,新設
臺北市,文山區,116,"V1100299-00
(2024.07.14)",狗狗日常寵物旅館,02-2935-2493,羅斯福路六段85號,寄養,新設
臺北市,文山區,116,"V1110317-00
(2025.05.08)",豆宅狗旅館,0916-549-178,木柵路一段328號1樓,寄養,新設
臺北市,北投區,112,"V1070137-02
(2024.07.29)","萬達寵物事業股份
有限公司北和分公司",02-2892-4555,中和街59號1～4樓,寄養,乙等
臺北市,北投區,112,"V1070150-01
(2024.05.30)",狗崽子寵物沙龍,02-2893-6570,中央南路一段42-1號2樓,寄養,甲等
臺北市,北投區,112,"V1070164-02
(2024.08.08)",辛普森寵物概念館,02-2820-0011,義理街64號,寄養,甲等
臺北市,北投區,112,"V1090278-00
(2023.11.04)",米屋寵物美容,02-2894-3635,北投路二段19號1樓,寄養,新設
臺北市,北投區,112,"V1090280-00
(2023.11.09)",夢公園有限公司,02-2896-7777,立德路121巷15號A棟,寄養,換發
臺北市,松山區,105,"V1070188-01
(2024.06.28)",璽喵屋,02-2763-5033,八德路四段476號1樓,寄養,乙等
臺北市,松山區,105,"V1070198-00
(2024.08.15)",樓上遇見貓咖啡,02-2578-7708,光復北路38號2樓,寄養,甲等
臺北市,松山區,105,"V1070200-00
(2024.09.16)",喵喵屋,02-2763-6300,八德路四段618號3樓,寄養,優等
臺北市,松山區,105,"V1070209-00
(2024.11.01)",愛犬小屋,0927-191-100,民生東路五段36巷6弄5之1號1樓,寄養,丙等
臺北市,松山區,105,"V1080228-00
(2025.04.14)",有毛有限公司,0958-233-196,八德路四段649號2樓,寄養,優等
臺北市,松山區,105,"V1080235-00
(2025.05.12)","宜家宜犬
寵物精品館",02-2748-5660,八德路四段259號1樓,寄養,甲等
臺北市,松山區,105,"V1080249-00
(2025.07.25)","狗窩好日子
有限公司","02-2766-6185
0987-166-629",民生東路五段137巷2-5號1樓,寄養,新設
臺北市,松山區,105,"V1090276-00
(2023.09.01)",金狗錐狗狗商行,0972-963-015,南京東路五段163-4號1樓,寄養,新設
臺北市,松山區,105,"V1100291-00
(2024.03.15)","北歐三狗
有限公司","02-2577-9886
0933-066-543",八德路三段224號,寄養,換發
臺北市,松山區,105,"V1100308-00
(2024.12.17)",毛孩愛達人用品企業社,02-2760-7766,健康路260號1樓,寄養,新設
臺北市,松山區,105,"V1100310-00
(2024.12.27)",寵物愛達人用品企業社,02-2528-0127,八德路四段174號1樓,寄養,新設
臺北市,松山區,105,"V1110311-00
(2025.01.17)",跨樂提有限公司,02-2781-3335,八德路二段429號2-4樓,寄養,新設
臺北市,松山區,105,"V1100288-00
(2024.02.28)",萬旺商行,02-2749-3233,八德路四段512號,寄養,甲等
臺北市,信義區,110,"V1070126-02
(2024.09.22)","搖擺狗寵物
美容店",02-2345-3383,光復南路417-4號,寄養,乙等
臺北市,信義區,110,"V1070195-01
(2024.08.03)",逗貓坊,0919-118-732,永吉路380號1及2樓,"買賣
寄養",優等
臺北市,信義區,110,"V1070213-01
(2024.12.27)","喵喵度假趣
有限公司",02-2732-5667,基隆路二段117號2樓,寄養,優等
臺北市,信義區,110,"V1080234-00
(2025.05.09)",貓云殿工作坊,0981-855-811,松仁路285號1樓,寄養,甲等
臺北市,信義區,110,"V1080253-00
(2025.09.16)",幸福寵物生活館,02-8732-5088,和平東路三段283號1樓,寄養,新設
臺北市,信義區,110,"V1080260-00
(2022.12.24)","奇果寵物
美容生活館","02-2768-3777
0909-629-028",永吉路30巷100號1樓,寄養,新設
臺北市,信義區,110,"V1080261-00
(2022.12.24)","犬家族美容
工作室","02-2766-0118
0931-215-818",松信路101號1樓,寄養,新設
臺北市,信義區,110,"V1090272-00
(2023.05.04)","中圓寵物股份
有限公司信安分公司",02-2733-0008,信安街99號1樓,寄養,新設
臺北市,信義區,110,"V1100295-00
(2024.04.25)",寄居喵精品貓宿,0918-700-408,信義路四段401號5樓,寄養,新設
臺北市,信義區,110,"V1100303-00
(2024.09.15)",萬達寵物事業股份有限公司_台北忠五分公司,02-2756-0667,忠孝東路五段201號、203號,寄養,新設
臺北市,南港區,115,"V1070134-02
(2024.07.18)","俏妞寵物
生活坊","02-2786-5280
0903-050-328",興中路68巷15號,寄養,甲等
臺北市,南港區,115,"V1070138-02
(2024.07.13)","狗狗好乖
企業社",02-2783-5005,玉成街4號1樓,寄養,優等
臺北市,南港區,115,"V1070215-00
(2024.12.27)","飛朵寵物
美容坊",0955-910-226,東新街102號1樓,寄養,甲等
臺北市,南港區,115,"V1080227-00
(2025.04.24)",日巷工作室,0934-319-977,南港路一段287巷2弄6號1樓,寄養,優等
臺北市,南港區,115,"V1080257-00
(2025.10.31)","貓管家精緻
寵物旅館","02-2767-8066
0911-951-891",八德路四段917號1樓,寄養,新設
臺北市,萬華區,108,"V1070210-01
(2024.09.23)",千萍貓社,0905-019-600,成都路155號4樓,買賣,甲等
