年度,被申訴人,申訴人,協商日,爭議內容
111,吉兆實業有限公司,葉○○,1111129,定金消費爭議
111,台灣之星電信股份有限公司,楊○○,1111129,電信服務消費爭議
111,遊戲橘子數位科技股份有限公司,張○○,1111128,網路連線遊戲消費爭議
111,裕富數位資融股份有限公司,陳○○,1111128,購買食品消費爭議
111,唯心生物科技有限公司,陳○○,1111128,購買食品消費爭議
111,新加坡商蝦皮娛樂電商有限公司,吳○○,1111125,通訊交易消費爭議
111,台灣樂天棒球隊股份有限公司,劉○○,1111124,贈品消費爭議
111,蝦皮賣家帳號：3cihjde_k6,李○○,1111123,通訊交易消費爭議
111,創浩精品傢俱有限公司,曾○○,1111122,訪問買賣消費爭議
111,甲山林建設股份有限公司,蔡○○,1111122,預售屋買賣消費爭議
111,2050 COMODE,林○○,1111121,返還購物金消費爭議
111,沈淑滿（房屋出租人）,楊○○,1111121,住宅租賃消費爭議
111,台灣樂線有限公司,林○○,1111117,線上遊戲停權爭議
111,橋仔頭白屋股份有限公司,蔡○○,1111116,訂席消費爭議
111,新鳥莊,張○○,1111115,購買寵物消費爭議
111,蕭佩琴（房屋出租人）,楊○○,1111111,住宅租賃消費爭議
111,來運動健身俱樂部,江○○,1111111,健身中心消費爭議
111,來運動健身俱樂部,游○○,1111111,健身中心消費爭議
111,蝦皮賣家帳號：ym6_18fza_,闕○○,1111111,網購消費爭議
111,新加坡商蝦皮娛樂電商有限公司,闕○○,1111111,網購消費爭議
111,瑋翔科技企業社,劉○○,1111111,網購消費爭議
111,千山淨水股份有限公司,傅○○,1111110,淨水機修復爭議
111,海樂影業股份有限公司,黃○○,1111109,藝文票券爭議
111,蝦皮賣家帳號:t4155557,鄭○○,1111109,網路購物消費爭議
111,香港商鎮金店亞洲有限公司,潘○○,1111109,買賣戒指退費爭議
111,蝦皮賣家帳號:@sweet077277,林○○,1111108,網路購物消費爭議
111,富胖達股份有限公司,林○○,1111108,美食外送消費爭議
111,海樂影業股份有限公司,林○○,1111107,藝文表演票券爭議
111,台灣樂線有限公司,李○○,1111107,網路連線遊戲消費爭議
111,台東·美麗台東民宿,張○○,1111107,住宿服務消費爭議
111,富邦產物保險股份有限公司,吳○○,1111104,防疫保單爭議
111,海外轉運站有限公司,林○○,1111104,貨物運送消費爭議
111,T shop 宏觀實業社,張○○,1111103,網路購物消費爭議
111,露天賣家帳號：candy4159,陳○○,1111101,通訊交易消費爭議
111,黃洺軒（房屋出租人）,許○○,1111031,住宅租賃消費爭議
111,富胖達股份有限公司,張○○,1111031,食品外送消費爭議
111,雞啃工廠chicken factory（台北通化店）,張○○,1111031,食品外送消費爭議
111,富胖達股份有限公司,張○○,1111031,食品外送消費爭議
111,全家便利商店股份有限公司,溫○○,1111031,購買點數盜刷爭議
111,和泰產物保險股份有限公司,楊○○,1111028,防疫保單爭議
111,富胖達股份有限公司,林○○,1111027,食品外送消費爭議
111,劉玉梅（房屋出租人）,王○○,1111026,房屋租賃爭議
111,露天賣家帳號 : hmd138,簡○○,1111025,通訊交易消費爭議
111,富邦產物保險股份有限公司,葉○○,1111025,防疫保單續保爭議
111,睿能創意股份有限公司,劉○○,1111024,購買機車消費爭議
111,優步福爾摩沙股份有限公司,林○○,1111024,載客運送消費爭議
111,建源電器行,許○○,1111024,購買電器消費爭議
111,太常商務乾洗有限公司,陳○○,1111024,洗衣服務消費爭議
111,蝦皮賣家帳號：cuan50220,張○○,1111021,網路購物消費爭議
111,新加坡商蝦皮娛樂電商有限公司,張○○,1111021,網路購物消費爭議
111,足之舞足體養身館,李○○,1111020,禮券消費爭議
111,國泰世紀產物保險股份有限公司,羅○○,1111019,保險理賠爭議
111,遊戲橘子數位科技股份有限公司,林○○,1111018,線上遊戲爭議
111,台灣之星電信股份有限公司,陳○○,1111017,電信服務消費爭議
111,新加坡商蝦皮娛樂電商有限公司,Cheng○○,1111014,網路購物消費爭議
111,奇亭企業有限公司,劉○○,1111014,家具買賣消費爭議
111,露天帳號：tomohisa206,宋○○,1111014,網路購物消費爭議
111,橘攝國際婚紗攝影有限公司,柯○○,1111012,婚紗攝影消費爭議
111,菁英國際文教事業股份有限公司,吳○○,1111011,補習課程消費爭議
111,富邦產物保險股份有限公司,林○○,1111007,保險理賠爭議
111,超橘白股份有限公司,黃○○,1111006,募資平台消費爭議
111,嘖室股份有限公司,黃○○,1111006,募資平台消費爭議
111,杰爾有限公司,林○○,1111004,購買保養品消費爭議
111,優化物業股份有限公司,張○○,1111004,健身房消費爭議
111,集速有限公司,曹○○,1111003,網路購物消費爭議
111,璀睿翼,曹○○,1111003,網路購物消費爭議
111,蝦皮賣家帳號：shi1784,洪○○,1110930,通訊交易消費爭議
111,大森林傢俱公司,張○○,1110930,通訊交易消費爭議
111,雅虎賣家帳號: Y9993632168,張○○,1110930,通訊交易消費爭議
111,新加坡商蝦皮娛樂電商有限公司,任○○,1110929,網路購物消費爭議
111,Let's go 飛躍運動館,游○○,1111028,健身房消費爭議
111,第一國際資融股份有限公司,游○○,1111028,健身房消費爭議
111,凱銳汽車股份有限公司,林○○,1110927,汽車買賣消費爭議
111,新竹運動中心,王○○,1110927,運動設施消費爭議
111,艾波盈股份有限公司,王○○,1110927,線上遊戲暫停帳號爭議
111,海庭數位行銷有限公司,蔡○○,1110927,網路購物消費爭議
111,天富創意有限公司,蔡○○,1110927,網路購物消費爭議
111,丹尼電腦,容○○,1110927,購買軟體消費爭議
111,咘菲夏奇有限公司,翁○○,1110927,募資平台消費爭議
111,日技管清工程股份有限公司,王○○,1110926,糞管清理消費爭議
111,蝦皮賣家帳號 : zan508436,鄒○○,1110923,通訊交易消費爭議
111,優食台灣股份有限公司,簡○○,1110923,美食外送消費爭議
111,聯鼎行銷有限公司,盧○○,1110922,網路貸款消費爭議
111,容誠駟股份有限公司,范○○,110921,手搖飲料衍生爭議
111,私立偉文文理短期補習班,徐○○,1110921,補習課程消費爭議
111,永誠泰不動產仲介有限公司,簡○○,1110921,房屋仲介消費爭議
111,立豪汽車,吳○○,1110920,汽車賣賣消費爭議
111,蝦皮賣家帳號：pheqaa0w4,楊○○,1110916,通訊交易消費爭議
111,嘉美輪業,謝○○,1110914,購買機車材料消費爭議
111,亞洲萬里通有限公司,陳○○,1110914,哩程兌換機票消費爭議
111,統一百華股份有限公司(統一時代百貨),王○○,1110913,停車場消費爭議
111,衣百分洗衣舖,殷○○,1110912,送洗衣物遺失爭議
111,芸妮有限公司,楊○○,1110912,訪問交易消費爭議
111,鎮大手機筆電維修,高○○,1110907,維修消費爭議
111,亨佳科技公司,李○○,1110907,購買手機消費爭議
111,410號檔案室,蔡○○,1110906,預定遊戲場地消費爭議
111,國堡餐飲設備有限公司,李○○,1110906,濾水器安裝
111,丹尼商城,梁○○,1110902,通訊交易消費爭議
111,防漏家工程行,林○○,1110902,防水工程消費爭議
111,白孔雀珠寶,鄭○○,1110901,定金消費爭議
111,青希企業社,陳○○,1110831,通訊交易消費爭議
111,明高溫泉旅社,李○○,1110830,住宿訂房爭議
111,香港商動視暴雪有限公司,葉○○,1110829,線上遊戲爭議
111,Orogold/Lionesse,彭○○,1110829,訪問交易消費爭議
111,蝦皮賣家帳號：gimi1201,余○○,1110826,通訊交易消費爭議
111,新加坡商蝦皮娛樂電商有限公司,余○○,1110826,通訊交易消費爭議
111,賣家帳號: Y8026019208 四色花百貨,簡○○,1110826,通訊交易消費爭議
111,東華育樂股份有限公司,孫○○,1110826,高爾夫會員權益爭議
111,來運動健身俱樂部,蔡○○,1110823,健身優惠方案爭議
111,富胖達股份有限公司,李○○,1110822,美食外送消費爭議
111,陽光通訊,程○○,1110822,手機維修消費爭議
111,蝦皮賣家帳號：luck.4you,王○○,1110816,通訊交易爭議
111,新加坡商蝦皮娛樂電商有限公司,王○○,1110816,通訊交易爭議
111,蝦皮賣家帳號：popmartofficial.tw,吳○○,1110816,通訊交易爭議
111,新加坡商蝦皮娛樂電商有限公司,吳○○,1110816,通訊交易爭議
111,國泰世紀產物保險股份有限公司,張○○,1110815,防疫保單拒保爭議
111,林郁峰,余○○,1110815,住宅租賃消費爭議
111,天石諮詢有限公司,陶○○,1110815,夏令營消費爭議
111,薄多義餐飲有限公司,何○○,1110815,場所受傷消費爭議
111,新加坡商競舞電競有限公司,吳○○,1110812,網路連線遊戲消費爭議
111,荷蘭商蔻馳皮件股份有限公司,胡○○,1110810,通訊交易消費爭議
111,GLAMOR LITTLE GIRL,鄭○○,1110810,商品瑕疵爭議
111,米米實業有限公司,陳○○,1110809,通訊交易消費爭議
111,蝦皮賣家帳號：wmick536571,吳○○,1110809,通訊交易消費爭議
111,裕富數位資融股份有限公司,何○○,1110808,婚友契約爭議
111,乙蝶文創有限公司,郭○○,1110808,藝文表演退票爭議
111,露天賣家帳號：candy4159,陳○○,1110805,通訊交易消費爭議
111,蝦皮賣家帳號：song559876,劉○○,1110803,網路購物消費爭議
111,鑫磊不動產仲介經紀股份有限公司,黃○○,1110803,房屋仲介消費爭議
111,蝦皮賣家帳號：lovehoney0704,程○○,1110802,網路購物消費爭議
111,新加坡商蝦皮娛樂電商有限公司,程○○,1110802,網路購物消費爭議
111,萬商不動產有限公司（新北市住商房仲公司中平加盟店）,徐○○,1110802,提供契約爭議
111,美麗寶島育樂開發股份有限公司,楊○○等7人,1110729,骨灰骸存放單位爭議
111,萬德福貿易有限公司,楊○○等7人,1110729,骨灰骸存放單位爭議
111,磐宏開發股份有限公司,楊○○等7人,1110729,骨灰骸存放單位爭議
111,武昌建設股份有限公司,楊○○等7人,1110729,骨灰骸存放單位爭議
111,振美全球網路股份有限公司,吳○○,1110728,婚友消費爭議
111,海樂影業股份有限公司,陳○○,1110727,演唱會門票消費爭議
111,朝陽假期飯店有限公司,左○○,1110727,住宿券使用消費爭議
111,慧邦科技股份有限公司,林○○,1110726,線上遊戲消費爭議
111,空中美語文教事業股份有限公司,張○○,1110726,線上課程消費爭議
111,國際富豪汽車股份有限公司,李○,1110725,汽車維修及保固爭議
111,錡隆事業有限公司,梁○○,1110725,網路購物消費爭議
111,默客整合行銷有限公司,梁○○,1110725,網路購物消費爭議
111,臺北市私立戴爾美語短期補習班,劉○○,1110721,補習課程消費爭議
111,克爾豪股份有限公司,王○○,1110720,線上遊戲消費爭議
111,香港商動視暴雪有限公司,廖○○,1110720,線上遊戲消費爭議
111,文富數位有限公司,陳○○,1110720,線上遊戲消費爭議
111,玖瑡琳工作室,黃○○,1110719,花藝課程消費爭議
111,網銀國際股份有限公司,陳○○,1110719,網路連線遊戲消費爭議
111,炭吉國際貿易有限公司,許○○,1110719,網路購物消費爭議
111,熱酷科技有限公司,李○○,1110718,網路連線遊戲消費爭議
111,優泉實業有限公司,楊○○,1110718,購買桶裝水消費爭議
111,台灣屈臣氏個人用品商店股份有限公司,林○○,1110714,通訊交易消費爭議
111,旺普網路資訊股份有限公司,周○○,1110714,線上社群網站消費爭議
111,寬宏藝術經紀股份有限公司,施○○,1110713,購買音樂劇門票消費爭議
111,中租汽車租賃股份有限公司,張○○,1110712,車貸消費爭議
111,喬儷行,林○○,1110712,瘦身美容服務消費爭議
111,美斯金有限公司,吳○○,1110712,購買保養品消費爭議
111,台灣之星電信股份有限公司,邱○○,1110711,電信服務消費爭議
111,新徑有限公司(六度空間),余○○,1110711,遊戲體驗消費爭議
111,台灣屈臣氏個人用品商店股份有限公司,廖○○,1110711,通訊交易消費爭議
111,丹綺有限公司,林○○,1110708,訪問交易消費爭議
111,芸妮有限公司,林○○,1110708,訪問交易消費爭議
111,台灣索尼股份有限公司,林○○,1110707,電信服務消費爭議
111,優泉實業有限公司,路○○,1110707,訂購飲用水消費爭議
111,偆佶楓樘有限公司,簡○○,1110706,婚紗攝影消費爭議
111,茱蒂婚紗攝影事業有限公司,簡○○,1110706,婚紗攝影消費爭議
111,B.P.Y220,卢○○,1110705,運動健身消費爭議
111,珩熠文化網路有限公司,林○○,1110705,線上遊戲消費爭議
111,芸妮有限公司,林○○,1110704,美容推銷爭議
111,雅虎賣家帳號：Y9198856725,李○○,1110701,網路購物消費爭議
111,夯特創意行銷有限公司,陳○○,1110701,線上遊戲消費爭議
111,碧港良居商旅,林○○,1110630,訂房消費爭議
111,永鎰智慧有限公司,熊○○,1110630,購買手機消費爭議
111,天傑科技有限公司,何○○,1110629,募資平台消費爭議
111,珍艾碧絲有限公司,鄭○○,1110629,線上遊戲消費爭議
111,臺北市私立八頭畫室專業美術創作設計升學技藝短期補習班,何○○,1110628,短期補習班消費爭議
111,壽司郎,游○○,1110628,食品安全消費爭議
111,CYS假髮接髮台北忠孝店,賴○○,1110628,購買增髮髮片消費爭議
111,陳彥旭得意髮業有限公司忠孝分公司,賴○○,1110628,購買增髮髮片消費爭議
111,陳彥旭得意髮業有限公司,賴○○,1110628,購買增髮髮片消費爭議
111,星火賣場,徐○○,1110627,網路購物消費爭議
111,宙勝數位企業有限公司,黃○○,1110624,網路購物消費爭議
111,有閑數位科技股份有限公司,黃○○,1110624,網路購物消費爭議
111,蝦皮帳號：巷口百貨,陶○○,1110624,網路購物消費爭議
111,ROUCHING-SKINLOVEll 柔晴經絡 健康美學SPA,吳○○,1110624,瘦身美容服務消費爭議
111,Qtime公館店,張○○,1110622,網咖消費爭議
111,行動覆盤工作室,李○○,1110622,訂閱軟體退費爭議
111,行動覆盤工作室,林○○,1110622,訂閱軟體退費爭議
111,新加坡商蝦皮娛樂電商有限公司,鄭○○,1110621,網路購物消費爭議
111,愛丁堡星夜桂冠民宿,吳○○,1110620,旅客個別訂房爭議
111,蝦皮賣家帳號：vxxuuais,王○○,1110617,網路購物消費爭議
111,智鐸科技實業股份有限公司,孟○○,1110615,英語線上課程消費爭議
111,楓禾國際有限公司,黃○○,1110614,海外留學消費爭議
111,微笑單車股份有限公司,王○○,1110613,共享單車消費爭議
111,台灣之星電信股份有限公司,嚴○○,1110613,電信契約爭議
111,恩光國際有限工司,張○○,1110613,美容課程爭議
111,蓓珂股份有限公司,張○○,1110613,美容課程爭議
111,蝦皮賣家帳號：garden0906,蔡○○,1110610,網路購物消費爭議
111,新加坡商蝦皮娛樂電商有限公司,曾○○,1110610,網路購物消費爭議
111,尚寓空間室內設計,何○○,1110609,房屋租賃消費爭議
111,DOSHA美容工作室,呂○○,1110608,美容課程消費爭議
111,傑升通信股份有限公司,李○○,1110608,電信服務消費爭議
111,台灣樂天市場股份有限公司,劉○○,1110606,購買商品消費爭議
111,海樂影業股份有限公司,蘇○○,1110606,藝文票券消費爭議
111,蝴蝶數位娛樂有限公司,侯○○,1110602,網路連線遊戲消費爭議
111,禎得有飾,陳○○,1110602,臉書購物爭議
111,蔡永興,金○○等5人,1110601,房屋買賣爭議
111,偉寶建設股份有限公司,金○○等5人,1110601,房屋買賣爭議
111,啟台股份有限公司,金○○等5人,1110601,房屋買賣爭議
111,京展國際車業有限公司,顏○○,1110601,汽車買賣消費爭議
111,壹蒔壹行銷管理顧問股份有限公司,陳○○,1110531,網路購物消費爭議
111,蝦皮賣家帳號she15975324,馬○○,1110531,網路購物消費爭議
111,新加坡商蝦皮娛樂電商有限公司,馬○○,1110531,網路購物消費爭議
111,台灣樂線有限公司,羅○○,1110530,線上遊戲停權爭議
111,蝦皮賣家帳號：tan44890,吳○○,1110527,網路購物消費爭議
111,新加坡商蝦皮娛樂電商有限公司,吳○○,1110527,網路購物消費爭議
111,以法蓮企業有限公司,黃○○,1110525,網路購物消費爭議
111,台灣三星電子股份有限公司,方○○,1110525,電視瑕疵消費爭議
111,艾爾瑞有限公司,羅○○,1110525,美容商品消費爭議
111,國泰世華商業銀行股份有限公司,呂○○,1110524,網路購物消費爭議
111,東北水餃專賣店,高○○,1110524,訂單出貨爭議美食外送
111,希佑國際有限公司,李張○,1110524,網購訂單出貨爭議
111,伊麗國際有限公司,吳○○,1110523,美容課程退費爭議
111,台灣三星電子股份有限公司,蕭○○,1110523,網購訂單出貨爭議
111,蝦皮賣家帳號s23325522,吳○○,1110523,網路購物消費爭議
111,臺灣三星電子股份有限公司,張○○,1110523,贈品消費爭議
111,新加坡商蝦皮娛樂電商有限公司,吳○○,1110523,網路購物消費爭議
111,櫻花民宿,溫○○,1110520,住宿服務消費爭議
111,新加坡商競舞電競有限公司,褚○○,1110520,線上遊戲消費爭議
111,富利餐飲股份有限公司,沈○○,1110519,餐飲優惠券消費爭議
111,金寶生命事業股份有限公司,江○○,1110517,塔位販售消費爭議
111,天恩生活實業股份有限公司,江○○,1110517,塔位販售消費爭議
111,新加坡商蝦皮娛樂電商有限公司,李○○,1110517,網路購物消費爭議
111,艾爾瑞有限公司,廖○○,1110516,美容推銷爭議
111,羅技電子股份有限公司,郭○○,1110513,網路購物消費爭議
111,迪迪娜創意有限公司,王○○,1110513,網路購物消費爭議
111,方選文創有限公司,周○○,1110511,退費爭議
111,亨佳科技有限工司,王○○,1110510,網路購物消費爭議
111,新加坡商競舞電競有限公司,許○○,1110509,線上遊戲爭議
111,FB賣家:小媛的店,吳○○,1110509,網路購物消費爭議
111,全網行銷股份有限公司,吳○○,1110509,網路購物消費爭議
111,真美味國際餐飲有限公司,蔡○○,1110505,食品標示消費爭議
111,新加坡商蝦皮娛樂電商有限公司,吳○○,1110505,通訊交易消費爭議
111,Yukari Swim,林○○,1110504,通訊交易消費爭議
111,蝦皮賣家帳號：gd52ld022,周○○,1110504,網路購物消費爭議
111,新加坡商蝦皮娛樂電商有限公司,周○○,1110504,網路購物消費爭議
111,臺北市汀州路1段167號修鞋店,楊○○,1110504,修鞋消費爭議
111,美式賣場,鄭○○,1110504,網路購物消費爭議
111,福特六和汽車股份有限公司,蘇○○,1110504,汽車買賣消費爭議
111,建富汽車股份有限公司,蘇○○,1110504,汽車買賣消費爭議
111,彰化縣私立聯成電腦美語短期補習班,張○○,1110503,短期補習班消費爭議
111,Let＇s Go 來運動健身俱樂部,蓋○○,1110503,運動健身產品消費爭議
111,蝦皮賣家帳號：sx6m7vhvg3,劉○○,1110502,通訊交易消費爭議
111,新加坡商蝦皮娛樂電商有限公司,劉○○,1110502,通訊交易消費爭議
111,旭昇通訊,張○○,1110429,通訊交易消費爭議
111,空中美語文教事業股份有限公司,陳○○,1110429,課程退費消費爭議
111,新加坡商蝦皮娛樂電商有限公司,徐○○,1110428,通訊交易消費爭議
111,蝦皮賣家帳號：33water,徐○○,1110428,通訊交易消費爭議
111,燦坤實業股份有限公司,羅○○,1110427,網購電器消費爭議
111,芸妮有限公司,胡○○,1110427,化妝品消費爭議
111,富胖達股份有限公司,彭○○,1110427,美食外送消費爭議
111,利來國際生物科技有限公司,吳○○,1110426,醫療美容服務消費爭議
111,新加坡商蝦皮娛樂電商有限公司,許○○,1110426,網路購物消費爭議
111,蝦皮賣家帳號：h17kbwi70x,許○○,1110426,網路購物消費爭議
111,Gaki hip,陳○○,1110425,藝文展覽消費爭議
111,優泉實業有限公司,○○社區主委薛○○,1110425,桶裝水押金退費爭議
111,方舟健康事業有限公司,陳○○,1110425,健身中心消費爭議
111,高盛健身事業股份有限公司,林○○,1110425,健身中心消費爭議
111,奧瑞兩性工作室,徐○○,1110422,交友服務消費爭議
111,高盛健身事業股份有限公司,張○○,1110420,健身中心消費爭議
111,佶事通小客車租賃股份有限公司,王○○,1110419,共享車輛消費爭議
111,雅典樂器世界,林○○,1110418,樂器試用消費爭議
111,奇拍有限公司,郭○○,1110414,網路購物消費爭議
111,姆育創意股份有限公司,陳○○,1110414,冬令營課程消費爭議
111,蝦皮賣家：b984000102,陳○○,1110413,網路購物消費爭議
111,新加坡商蝦皮娛樂電商有限公司,陳○○,1110413,網路購物消費爭議
111,DHL洋基通運股份有限公司,吳 ○○,1110413,網路購物消費爭議
111,滿溢小客車租賃有限公司,黃○○,1110413,車輛租賃消費爭議
111,方舟健康事業有限公司,郭○○,1110413,健身中心消費爭議
111,仁信健身事業有限公司,李○○,1110413,健身中心消費爭議
111,方舟健康事業有限公司,李○○,1110413,健身中心消費爭議
111,百合寵物生活館,王○○,1110413,寵物買賣爭議
111,恩亞動物醫院,李○○,1110412,寵物醫療消費爭議
111,嘖室股份有限公司,劉○○,1110412,募資平台消費爭議
111,高盛健身事業股份有限公司,詹○○,1110412,健身中心消費爭議
111,小路苑廣告,黃○○,1110408,製作帆布掛條爭議
111,仁信健身事業有限公司,黃○○,1110406,健身中心消費爭議
111,方舟健康事業有限公司,黃○○,1110406,健身中心消費爭議
111,莕芙窗飾實業社,張○○,1110406,住宅裝修消費爭議
111,方舟健康事業有限公司,莊○○,1110331,健身中心退費爭議
111,美商科高國際有限公司,蘇○○,1110331,瑕疵消費爭議
111,真好玩娛樂科技股份有限公司,葉○○,1110331,線上遊戲消費爭議
111,電電購股份有限公司,紀○○,1110329,網購消費爭議
111,長慶運通,鄧○○,1110329,網購退貨爭議
111,星泉大地溫泉會館,林○○,1110329,住宿服務消費爭議
111,方舟健康事業有限公司,潘○○,1110328,健身中心消費爭議
111,臺北市私立建功文理短期補習班,吳○○,1110325,短期補習班課程消費爭議
111,昇鍀實業有限公司(蝦皮賣家帳號：lc88566),陳○○,1110325,網購消費爭議
111,方舟健身事業有限公司,李○○,1110324,運動健身消費爭議
111,上炫清潔行,Ma○○,1110324,水管疏通及漏水維修消費爭議
111,銀聯網日用品生活一館,韓○○,1110322,通訊交易消費爭議
111,優步福爾摩沙股份有限公司,蔡○○,1110322,網路叫車消費爭議
111,亞蔓馨企業社,許○○,1110321,美容課程消費爭議
111,艾曼達造型美學,許○○,1110321,美容課程消費爭議
111,HI駭客網咖,莊○○,1110318,網咖消費爭議
111,蝦皮賣家帳號：hcc0419,曹○○,1110318,通訊交易消費爭議
111,富胖達股份有限公司,謝○○,1110318,美食外送消費爭議
111,芸妮有限公司,吳○○,1110317,訪問買賣消費爭議
111,優食台灣股份有限公司,余○○,1110317,美食外送服務消費爭議
111,蝦皮賣家：syyamigo,許○○,1110316,網路購物消費爭議
111,優得貿易有限公司,許○○,1110316,網路購物消費爭議
111,香港商天然護髮用品中心有限公司,羅○○,1110315,美髮服務消費爭議
111,北都汽車股份有限公司,陳○○,1110314,汽車維修消費爭議
111,新加坡商蝦皮娛樂電商有限公司,陳○○,1110311,手機保固爭議消費爭議
111,鴻泰通訊,陳○○,1110311,手機保固爭議消費爭議
111,雅虎賣家帳號:Y3517393758,薛○○,1110309,通訊交易消費爭議
111,168簡單購,施○○,1110307,手機維修爭議
111,蝦皮賣家：try83928,鍾○○,1110307,產品保固爭議
111,伊甸動物醫院,鄭○○,1110307,寵物醫療消費爭議
111,土耳其商土耳其航空股份有限公司,鐘○○,1100304,機票展期消費爭議
111,元禾汽車,湯○○,1100304,購車抽獎消費爭議
111,虹廷建設股份有限公司,陳○○,1100302,購買房屋消費爭議
111,彼兔精品,楊○○,1100302,網購消費爭議
111,新加坡商蝦皮娛樂電商有限公司,吳○○,1110301,通訊交易消費爭議
111,蝦皮賣家：umi311293,吳○○,1110301,通訊交易消費爭議
111,高盛健身事業股份有限公司,江○○,1110301,運動健身消費爭議
111,蝦皮賣家：Jennifer_charlotte,周○○,1110301,網購消費爭議
111,新加坡商蝦皮娛樂電商有限公司,周○○,1110301,網購消費爭議
111,台灣大哥大股份有限公司,郭○○,1110221,電信服務消費爭議
111,168簡單購,沈○○,1110221,購買手機消費爭議
111,波波金融科技股份有限公司,沈○○,1110221,購買手機消費爭議
111,荒山野人邱教官,林○○,1110218,戶外活動消費爭議
111,和寓旅店,蘇○○,1110216,訂房消費爭議
111,臺灣微軟股份有限公司,楊○○,1110216,購買軟體消費爭議
111,遠時數位科技股份有限公司,李○○,1110216,網購消費爭議
111,速龍有限公司,張○○,1110215,網購消費爭議
111,蝦皮賣家:09v_9wltx7,蔡○○,1110215,網購消費爭議
111,新加坡商蝦皮娛樂電商有限公司,蔡○○,1110215,網購消費爭議
111,GAZE Design匠司 傢私設計,陳○○,1110214,購買家具消費爭議
111,博客來數位科技股份有限公司,江○○,1110214,網購消費爭議
111,台灣臉書有限公司,楊○○,1110211,網購消費爭議
111,蝦皮賣家：rsht48742,楊○○,1110211,網購消費爭議
111,新加坡商蝦皮娛樂電商有限公司,楊○○,1110211,網購消費爭議
111,台灣樂天市場股份有限公司,呂○○,1110211,網購消費爭議
111,荷蓮御家,呂○○,1110211,網購消費爭議
111,168簡單購,潘○○,1110210,分期付款消費爭議
111,皓奇通訊,潘○○,1110210,分期付款消費爭議
111,仲信資融股份有限公司,楊○○,1110209,短期補習班課程消費爭議
111,台灣之星電信股份有限公司,陳○○,1110208,電信服務消費爭議
111,君玥產後護理之家,洪○○,1110126,退費及損害賠償爭議
111,臺灣三星電子股份有限公司,謝○○,1110126,產品保固爭議
111,高盛健身事業股份有限公司,陳○○,1110126,教練課程退費爭議
111,網石棒辣椒股份有限公司,古○○,1110125,線上遊戲消費爭議
111,新加坡商蝦皮娛樂電商有限公司,翁○○,1110125,網路購物消費爭議
