統一編號,商業名稱,商業地址,設立日期,Longitude,Latitude
632608,鮮味堡早午餐坊,臺北市北投區吉利街123巷3號1樓,1150402,121.506412,25.118763
632614,羚揚企業社,臺北市信義區林口街52巷19號,1150402,121.580175,25.038703
632620,子輝企業社,臺北市大安區復興南路1段293號4樓,1150402,121.543859,25.035229
632635,芮昕企業社,臺北市大安區忠孝東路4段162號12樓之3,1150402,121.550289,25.041284
632641,樂齡看護企業社,臺北市大同區重慶北路1段30號3樓,1150402,121.513555,25.050861
632656,安娜精緻快剪店,臺北市北投區自強街87號1樓,1150402,121.51481,25.110758
632662,妹妹服裝行,臺北市信義區永吉路443巷13弄15之1號,1150402,121.579068,25.04709
632678,義寓義大利麵小吃店,臺北市文山區興隆路2段244巷36號1樓,1150402,121.553642,24.999952
632683,大王球根工作室,臺北市士林區延平北路6段67號2樓,1150402,121.508725,25.087952
632699,帶走鮮魚鋪,臺北市大同區延平北路4段97號1樓,1150402,121.51098,25.070917
632706,靖心行號,臺北市文山區景華街194號1樓,1150402,121.54776,24.998459
633661,爪爸咻贏百貨舖,臺北市中山區德惠街85號,1150402,121.528604,25.066739
671947,髮立造型沙龍,臺北市士林區德行東路274號1樓,1150402,121.535346,25.109857
607306,豐傑企業社,臺北市南港區南深路31號5樓之3,1150407,121.62085,25.037026
632712,佳瑾企業社,臺北市松山區復興北路223號11樓之3,1150407,121.544462,25.056823
632728,熊虎家鐵板便當,臺北市信義區松仁路200號1樓,1150407,121.568244,25.027349
632733,沐康健康企業社,臺北市松山區健康路233號,1150407,121.562883,25.054319
632749,汪來富創意工作室,臺北市大同區重慶北路3段108號1樓,1150407,121.513495,25.066914
632754,美漾福德商行,臺北市信義區永吉路30巷79號,1150407,121.568864,25.044066
632760,鈴俐企業社,臺北市中山區撫順街2之2號,1150407,121.521874,25.063744
632776,九號洋行工作室,臺北市中山區雙城街3巷9號1樓,1150407,121.524925,25.063348
632781,云創作工作室,臺北市內湖區行善路111巷37號1樓,1150407,121.580203,25.057561
632797,秉凰宸商社,臺北市內湖區碧山里內湖路3段60巷12弄72號3樓之3,1150407,121.591246,25.0892
88259073,汀州藥局,臺北市中正區汀州路1段187、189、191號1樓,1150407,121.513722,25.026195
632804,萊科光電科技企業社,臺北市松山區民權東路3段144號4樓之7,1150408,121.547244,25.061857
632810,啾啾有點甜早午餐,臺北市信義區林口街66巷31號,1150408,121.58044,25.039235
632826,沐宜婚禮顧問工作室,臺北市大安區信義路4段210號11樓,1150408,121.551914,25.033002
632831,汎錡企業社,臺北市大同區重慶北路2段67號8樓之3,1150408,121.514165,25.055741
632847,奧原國際商行,臺北市文山區景興路195號6樓之6,1150408,121.544101,24.992089
632852,一拍爵士鼓音樂藝術工作室,臺北市大安區金山南路二段169號1樓,1150408,121.526464,25.0288
632868,禾呈日貨商行,臺北市中正區金山北路1號5樓之6,1150408,121.530348,25.043935
632874,琳熙工作室,臺北市大同區重慶北路2段74號3樓,1150408,121.513686,25.05635
632889,予溫工作室,臺北市大安區信義路4段210號11樓,1150408,121.551914,25.033002
632895,羽余寵物美容工作室,臺北市內湖區成功路4段328號,1150408,121.59893,25.084869
632902,全福海產行,臺北市中山區敬業三路162巷119號7樓,1150408,121.559496,25.079602
632918,城市指彩美學,臺北市中山區撫順街25號9樓之3,1150408,121.520318,25.063604
632924,氷塊媒體工作室,臺北市大同區市民大道1段209號12樓,1150408,121.51835,25.048893
632939,正好廣告企業社,臺北市大安區敦化南路2段77號19樓之2,1150408,121.549317,25.030189
632945,信義興雅祈福社,臺北市信義區基隆路1段172巷1之1號1樓,1150408,121.564635,25.043123
632950,我願美甲工作室,臺北市中正區林森北路9巷5號2樓之3,1150408,121.524152,25.045774
632966,禾豐服飾,臺北市信義區松山路119巷25號1樓,1150408,121.579556,25.047509
632972,鼎匠工程行,臺北市中正區金山北路1號6樓之3,1150408,121.530348,25.043935
632987,雨絲咖啡商行,臺北市文山區和興路19號1樓,1150408,121.546379,24.985706
632993,芯藝裝潢工程行,臺北市信義區基隆路1段155號5樓之8,1150408,121.565336,25.042216
633000,好福寶寶文創工作室,臺北市大安區忠孝東路4段53之6號,1150408,121.545434,25.041812
633016,本三設計工作室,臺北市中山區建國北路3段90號1樓,1150408,121.534685,25.06649
633022,翰你吃麵店,臺北市內湖區康寧路3段189巷12弄9號,1150408,121.612844,25.070118
633037,小橘子團購行,臺北市萬華區漢中街149號1樓,1150408,121.50724,25.041647
633043,大龍書報社,臺北市大同區承德路1段105號9樓之3,1150408,121.51781,25.052848
26387345,力美冷飲店,臺北市士林區小東街14號,1150408,121.526145,25.088864
633058,蔬菜王子商行,臺北市萬華區環河南路2段245號地下1樓69號攤位,1150409,121.489814,25.02989
633064,大名商行,臺北市內湖區江南街97號1樓,1150409,121.5768,25.07672
633070,竣曜工程行,臺北市大同區民權西路268號3樓,1150409,121.512068,25.062736
633085,鳥巢舞蹈工作室,臺北市文山區景興路193號1樓,1150409,121.54441,24.992228
633091,口羊口羊企業社,臺北市北投區尊賢街264巷3號4樓,1150409,121.507309,25.117519
633108,吾潤視覺工作室,臺北市中山區松江路402巷7弄8號2樓,1150409,121.532557,25.064375
633114,陳莊食品行,臺北市中山區伊通街121號,1150409,121.534932,25.053871
633120,浩宇商行,臺北市中正區忠孝東路1段152號10樓之5,1150409,121.52592,25.04398
633135,彬怡餐廳,臺北市中山區中山北路一段121巷6之1號1樓,1150409,121.522954,25.05121
633141,狂潮國際車業,臺北市松山區南京東路4段164號11樓之1,1150409,121.556691,25.051375
633156,厚安禮儀社,臺北市信義區基隆路2段33號4樓之2,1150409,121.558852,25.031334
633162,泰聚豐商行,臺北市內湖區內湖路1段285巷65弄4號1樓,1150409,121.567139,25.084596
633178,鑫聚寶閣運動彩券行,臺北市士林區延平北路六段131號1樓,1150409,121.50792,25.088902
633183,彥吉朱氏卉社,臺北市中山區合江街105號,1150409,121.539309,25.059809
633199,羽之旋境坊,臺北市信義區基隆路1段143號3樓之3,1150409,121.565797,25.042902
633206,逐格設計社,臺北市信義區吳興街125號4樓,1150409,121.561572,25.02972
633212,予安商行,臺北市中山區長安西路40巷6弄4號,1150409,121.5201,25.049533
633228,知選商行,臺北市中山區復興北路228號10樓之1,1150409,121.543479,25.057009
633233,王子長琴商行,臺北市信義區信義路6段90號1樓,1150409,121.577423,25.035596
42457402,巨蛋通工作室,臺北市松山區南京東路4段53巷3弄5號1樓,1150409,121.550831,25.05228
598518,貳二十食社,臺北市中山區興安街40號1樓,1150410,121.538766,25.056056
633249,西寧惡鄰商行,臺北市萬華區西寧南路50巷7號,1150410,121.505748,25.04443
633254,宇彤養生館,臺北市中山區林森北路85巷18號1樓,1150410,121.525499,25.04962
633276,瑞鼎企業社,臺北市大安區忠孝東路4段290號10樓,1150410,121.555868,25.041162
633281,保陞工程行,臺北市北投區致遠一路二段40巷1弄5號3樓,1150410,121.514166,25.111991
633297,尚潮顧問國際企業社,臺北市大安區大安路1段224巷11號,1150410,121.545368,25.034013
633304,安倫商行,臺北市大安區臨江街137號1樓,1150410,121.553436,25.030481
633310,亮境工程行,臺北市松山區八德路4段656號4樓,1150410,121.57543,25.049854
633326,麗升自助餐店,臺北市松山區民生東路5段212巷1之2號1樓,1150410,121.565023,25.05856
633331,新萬宜企業社,臺北市萬華區莒光路233號1樓,1150410,121.501002,25.031054
633347,祥順企業社,臺北市中山區民權東路2段71巷16號,1150410,121.531604,25.063666
633352,億連發彩券行,臺北市大安區通化街163號,1150410,121.553828,25.028511
633368,久鼎商行,臺北市中正區忠孝東路1段152號12樓之5,1150410,121.52592,25.04398
633374,舒眼繪夢工作室,臺北市中山區雙城街28巷1號7樓之2,1150410,121.523878,25.065928
633389,毛芙美學工作室,臺北市中正區林森北路9巷5號2樓之3,1150410,121.524152,25.045774
633395,馨悅男女養生會館,臺北市中山區吉林路294號1樓及2樓,1150410,121.53015,25.061142
633402,銘靜富藝工作室,臺北市大安區忠孝東路四段233號8樓之10,1150410,121.553608,25.041654
633418,飛吧數位工作室,臺北市松山區基隆路1段8號13樓,1150410,121.569933,25.050764
665993,晉綸商行,臺北市萬華區環河南路1段116號,1150410,121.504474,25.04737
88348441,竹香小館,臺北市北投區光明路2巷13之5號1樓,1150410,121.499752,25.131263
579723,粥日商行,臺北市萬華區永福街29號1樓,1150413,121.505067,25.038345
581896,愛國藥局,臺北市中正區延平南路210號1樓,1150413,121.507469,25.034763
633260,家禾科技企業社,臺北市大安區信義路4段1號2樓,1150413,121.543915,25.033566
633439,越香越南料理,臺北市中山區龍江路21巷22號1樓,1150413,121.541518,25.04772
633445,言鑫科技企業社,臺北市南港區福德街339巷5弄12號1樓,1150413,121.589471,25.038416
633450,溡宇企業社,臺北市大同區承德路三段159巷1號,1150413,121.518838,25.068107
633466,駟禧商行,臺北市中山區伊通街127之3號,1150413,121.53493,25.054205
633472,喬裕居家水電工程行,臺北市松山區南京東路5段291巷5弄10號,1150413,121.566613,25.051893
633487,可能性創意工作室,臺北市大同區民權西路268號3樓,1150413,121.512068,25.062736
633493,翔美生活社,臺北市大同區長安西路290號1樓,1150413,121.512688,25.051808
633509,吉欣運動彩券行,臺北市士林區天母西路57號,1150413,121.526638,25.118556
633515,唯亞美髮沙龍,臺北市士林區天母東路8巷92號1樓,1150413,121.53022,25.1145
633521,昭元科技企業社,臺北市信義區忠孝東路5段482號5樓之1,1150413,121.577997,25.040597
633536,漂亮水男孩攝影工作室,臺北市中正區杭州南路一段27號9樓,1150413,121.526381,25.041985
633542,摩伊商行,臺北市中正區中正區仁愛路2段25號5樓,1150413,121.5269731,25.0394607
633557,隱性宅個人工作室,臺北市中山區新生北路1段11號1樓,1150413,121.532345,25.046343
633563,弘祥電器行,臺北市內湖區成功路3段174巷33弄10號3樓,1150413,121.590839,25.081893
26333361,柚子早餐屋,臺北市大同區民權西路238號,1150413,121.512876,25.062781
633424,昀域企業社,臺北市中山區錦州街46號12樓之2,1150414,121.525783,25.060174
633579,時溯美學企業社,臺北市大同區至聖里酒泉街76號2樓之1,1150414,121.51499,25.071909
633584,毛毛雨數位傳媒工作室,臺北市士林區後港街139號1樓,1150414,121.521674,25.086808
633590,金鑫旺運彩行,臺北市中山區松江路32號,1150414,121.532734,25.04744
633607,寶慶商行,臺北市內湖區瑞光路289號1樓,1150414,121.576434,25.075595
633613,全馬力商行,臺北市信義區忠孝東路5段1之8號11樓,1150414,121.565175,25.041293
633629,嬅欣時尚美學,臺北市文山區木柵路3段85巷23弄22號4樓,1150414,121.568363,24.989684
633634,貳木商行,臺北市信義區中坡南路30號,1150414,121.583003,25.043151
633640,剛好是家花店,臺北市大同區承德路3段150之2號1樓,1150414,121.518142,25.068052
633677,匠香食坊,臺北市大同區西寧北路31號,1150414,121.508768,25.053125
633682,延香坊,臺北市萬華區成都路27巷27號1樓,1150414,121.506911,25.043296
633698,御品美容會館,臺北市松山區八德路4段189號1樓,1150414,121.563489,25.048881
633705,狗狗瑜伽共好工作室,臺北市萬華區中華路1段182號10樓之3,1150414,121.506925,25.038924
634676,富鵬商行,臺北市內湖區康樂街65號,1150414,121.618435,25.068614
667248,茶足樂工作室,臺北市內湖區成功路2段250巷5號1樓,1150414,121.590036,25.066164
93161711,吉林藥局,臺北市中山區吉林路371號1樓,1150414,121.530484,25.06511
633711,昌吉商行,臺北市大同區昌吉街112號1樓,1150415,121.514712,25.065823
633727,巷日雞肉飯便當,臺北市中山區中山北路1段121巷11號,1150415,121.523624,25.051151
633732,醇旺商行,臺北市大安區基隆路3段20之1號1樓,1150415,121.547346,25.020008
633748,野事可以工作室,臺北市大安區復興南路1段283號5樓之1,1150415,121.543856,25.035496
633753,吃堡飽企業社,臺北市南港區成福路92號1樓,1150415,121.586622,25.043296
633769,凰晁企業社,臺北市萬華區和平西路3段311號5樓,1150415,121.493255,25.035608
633775,翔順工程行,臺北市士林區福港街7巷12號1樓,1150415,121.518452,25.091584
633780,古月愛睡覺商行,臺北市大同區酒泉街10巷15號1樓,1150415,121.519734,25.070309
633796,彩曜工程行,臺北市文山區羅斯福路5段218巷7號1樓,1150415,121.538293,25.002027
633803,溫所行銷顧問社,臺北市中山區錦州街46號12樓之2,1150415,121.525783,25.060174
633819,豆花日嚐甜品店,臺北市文山區新光路一段138號1樓,1150415,121.573513,24.992227
633825,鳳來儀商行,臺北市大安區大安路2段158號1樓,1150415,121.545899,25.028891
633830,流藝巨嗓藝術工作室,臺北市士林區大北路111號2樓,1150415,121.523943,25.090432
633846,誠心商行,臺北市內湖區江南街95號1樓,1150415,121.576865,25.076761
633851,幸運王彩券行,臺北市大安區忠孝東路4段216巷23號1樓,1150415,121.553062,25.040064
633867,功夫涼麵,臺北市信義區福德街101號1樓,1150415,121.581899,25.037146
633873,品山設計工作室,臺北市內湖區瑞光路168號9樓,1150415,121.57865,25.07391
633888,笙歌國際商行,臺北市松山區延壽街402巷3弄19號地下樓,1150415,121.558179,25.055834
633894,奧璃肌膚管理工作室,臺北市中正區羅斯福路3段316巷20號5樓,1150415,121.532241,25.015366
661856,芙耳工作室,臺北市內湖區麗山街393巷1號,1150415,121.572581,25.081779
671897,宅急通企業社,臺北市信義區基隆路1段143號11樓之3,1150415,121.565797,25.042902
92643640,安慕工作室,臺北市信義區和平東路3段341巷49號1樓,1150415,121.558331,25.021588
633901,傳寓系統傢俱工程行,臺北市中山區民權東路2段206號5樓之2,1150416,121.53651,25.062204
633917,沙沙的咖啡空間工作室,臺北市松山區八德路4段295巷18弄4號1樓,1150416,121.566087,25.049531
633923,轉向單車店,臺北市松山區復興北路465號1樓,1150416,121.54447,25.064457
633938,鑫耀車業行,臺北市士林區前港街114號,1150416,121.518231,25.085141
633959,糖咪企業社,臺北市信義區福德街300巷2號1樓,1150416,121.587097,25.039356
633965,雪寧企業社,臺北市信義區福德街300巷10號1樓,1150416,121.587017,25.03968
633971,詠棠企業社,臺北市信義區福德街300巷2號1樓,1150416,121.587097,25.039356
633986,金速喜除毛店,臺北市中山區中山北路一段121巷17號3樓,1150416,121.523951,25.051079
633992,陳士璧藝術工作室,臺北市信義區基隆路1段17號10樓,1150416,121.569188,25.048655
634009,狐月狐火食堂,臺北市文山區羅斯福路5段150巷59號,1150416,121.537807,25.007425
634015,易洗企業社,臺北市文山區秀明路2段112巷18號1樓,1150416,121.575778,24.990645
634021,金驫商行,臺北市大同區華亭街57號1樓,1150416,121.513197,25.053661
634036,芯曜媒體工作室,臺北市中山區松江路50號9樓,1150416,121.532742,25.048245
634042,雪度餐酒館,臺北市中山區林森北路145巷36號1樓,1150416,121.526338,25.051151
634057,沐妍美睫工作室,臺北市大安區忠孝東路4段177號6樓之3,1150416,121.550647,25.041698
634063,群鑽精緻美甲工作室,臺北市大安區忠孝東路4段177號6樓之3,1150416,121.550647,25.041698
31831114,馬尼服飾行,臺北市信義區虎林街57之13號1樓,1150416,121.577208,25.046814
534352,東湖藥局,臺北市內湖區東湖路43巷2號1樓,1150417,121.614148,25.069088
634079,哥吉拉服飾店,臺北市信義區永吉路491巷7弄43號,1150417,121.579967,25.046378
634084,淨思企業社,臺北市內湖區港華街85巷12號3樓,1150417,121.574402,25.083956
634090,嘉紡企業社,臺北市大同區延平北路1段106號8樓,1150417,121.511714,25.052693
634107,歐拉食坊,臺北市內湖區成功路3段179號1樓,1150417,121.590575,25.080166
634113,元戶企業社,臺北市文山區興隆路4段109巷4號,1150417,121.561246,24.98654
634129,甲霸食堂,臺北市文山區忠順街2段25號1樓,1150417,121.563141,24.984821
634134,鈞睿企業社,臺北市大安區忠孝東路4段162號12樓之3,1150417,121.550289,25.041284
634140,逸豐商行,臺北市萬華區貴陽街2段84號,1150417,121.503686,25.039747
634155,日光醫療器材行,臺北市北投區清江路25巷5號1樓,1150417,121.502208,25.131584
634161,新微笑美髮沙龍,臺北市萬華區內江街62號2樓,1150417,121.504992,25.041492
634177,宗熊炸物坊,臺北市內湖區環山路1段124號,1150417,121.56854,25.08653
634182,東旺科技企業社,臺北市大安區延吉街153之10號地下,1150417,121.554954,25.040023
634198,食光飽飽小吃部,臺北市士林區至誠路2段27號1樓,1150417,121.529567,25.101886
634205,台北松信西莎洗衣店,臺北市信義區松信路73號1樓,1150417,121.572263,25.046303
634211,苔玩廊生態瓶微景觀所,臺北市內湖區內湖路1段285巷27弄11號,1150417,121.567398,25.083247
634227,炑序創映工作室,臺北市中山區復興北路48號7樓,1150417,121.54376,25.049537
634232,提普西花店,臺北市士林區福國路100號4樓之1,1150417,121.52181,25.102616
634248,宇鏈科技企業社,臺北市松山區南京東路5段188號6樓之5,1150417,121.563747,25.051213
665207,三味越泰料理店,臺北市中山區林森北路107巷62號1樓,1150417,121.526998,25.049799
671643,台茂自助洗車坊,臺北市中正區忠孝東路2段80號3樓,1150417,121.529011,25.043156
93167617,草木森林工作室,臺北市萬華區東園街30號8樓之2,1150417,121.495715,25.027099
634269,聖忠工程行,臺北市中正區牯嶺街93號12樓,1150420,121.519052,25.026181
634275,小雅食堂,臺北市大同區酒泉街33號1樓,1150420,121.519099,25.070727
634280,極限扭力企業社,臺北市大安區黎孝里安居街8巷6弄2號1樓,1150420,121.554672,25.021431
634296,芳果舖禮品社,臺北市中山區建國北路3段90號1樓,1150420,121.534685,25.06649
634303,貼心暖居工作室,臺北市內湖區民權東路六段180巷6號4樓,1150420,121.592648,25.068196
634319,蕎合工作室,臺北市中山區民權東路2段45號2樓,1150420,121.530578,25.062756
634325,龍亨工程行,臺北市信義區基隆路一段155號7樓,1150420,121.565336,25.042216
634330,金牌行銷館,臺北市萬華區峨嵋街30號1樓,1150420,121.5066153,25.0443649
634351,喬峵玻璃行,臺北市大安區瑞安街244巷27號1樓,1150420,121.539518,25.027509
634367,傑暘企業社,臺北市北投區東華街1段400巷10號1樓,1150420,121.518728,25.110806
650056,辣辣夾企業社,臺北市萬華區萬大路486巷12號1樓,1150420,121.496917,25.020001
662454,貳零壹工作室,臺北市萬華區貴陽街114巷23號1樓,1150420,121.502739,25.039269
77207107,沛馨小吃店,臺北市信義區大道路5號1樓,1150420,121.581491,25.042728
634253,享時咖啡坊,臺北市松山區南京東路5段163之13號1樓,1150421,121.56258,25.051649
634373,西弟健康小舖,臺北市大同區重慶北路2段225號11樓之2,1150421,121.513724,25.061696
634388,浩庭室內設計,臺北市松山區南京東路4段171號2樓之3,1150421,121.556321,25.051772
634394,裕宏車業,臺北市內湖區環山路一段94號,1150421,121.567622,25.086511
634401,義元洗衣店,臺北市文山區萬安街37巷1號,1150421,121.570865,25.000454
634417,沅香小館,臺北市文山區興隆路4段106號,1150421,121.562034,24.983166
634423,蒔蘿蔬食,臺北市北投區珠海路23號1樓,1150421,121.502138,25.137998
634438,壹貳參烘焙坊,臺北市信義區松山路463號,1150421,121.578006,25.039638
634459,一層設計工作室,臺北市中山區長安東路2段162號7樓,1150421,121.539353,25.04824
634465,舀舀工作室,臺北市文山區試院路154巷2弄9號6樓之1,1150421,121.547066,24.990884
634471,光復青島饅頭坊,臺北市中正區青島東路3之4號,1150421,121.521817,25.044
634486,馬上贏運動彩券行,臺北市中山區錦州街202號1樓,1150421,121.530921,25.060317
634492,默旭企業社,臺北市信義區崇德街7號1樓,1150421,121.553304,25.024411
634508,大興二手家電維修行,臺北市北投區中央北路1段146號1樓,1150421,121.498864,25.135484
634514,維新企業社,臺北市文山區興隆路1段143號,1150421,121.542295,25.001822
634520,肆方聚商行,臺北市中山區長安東路2段171號1樓,1150421,121.541684,25.048401
634535,惟誠系統整合工作室,臺北市大安區大安路一段191號6樓之1,1150421,121.546099,25.035768
634541,花序語企業社,臺北市中山區長春路154之5號2樓,1150421,121.531972,25.054732
634556,龍辰羽企業社,臺北市中正區館前路20號5樓,1150421,121.514903,25.045269
634562,昇溢通企業社,臺北市松山區民權東路3段142號12樓之2,1150421,121.546856,25.061723
647969,奇美髮藝男女剪髮,臺北市士林區文林路469號,1150421,121.524297,25.09587
674326,庭而美蔬食早午餐,臺北市萬華區東園街28巷50之13號1樓,1150421,121.494493,25.026692
88319874,劍潭藥局,臺北市士林區劍潭路55巷22號1樓,1150421,121.521431,25.084565
634578,霜寅企業社,臺北市內湖區康寧路3段189巷10號1樓,1150422,121.612459,25.07015
634583,雞椰爺椰子雞鍋物料理餐館,臺北市北投區中央北路4段532號1樓,1150422,121.467903,25.128382
634599,吳惠美企業社,臺北市中山區復興北路2號8樓之8,1150422,121.543715,25.047768
634606,樂耕音樂個人工作室,臺北市大安區樂業街159巷22號6樓,1150422,121.554396,25.020019
634612,昆景工程行,臺北市士林區德行東路137號3樓,1150422,121.52931,25.108127
634628,雨田青鳥商行,臺北市松山區民生東路3段130巷14號,1150422,121.546136,25.056639
634633,嘉寶商行,臺北市信義區吳興街284巷24弄1之1號1樓,1150422,121.563513,25.024421
634649,素蓮安心肉品商行,臺北市松山區延吉街7之2號,1150422,121.553499,25.047423
634654,派植花室,臺北市內湖區成功路4段192號13樓之8,1150422,121.593763,25.084381
634660,健新工作室,臺北市信義區忠孝東路5段370號4樓,1150422,121.573946,25.040752
634681,合家小吃店,臺北市內湖區康寜路1段80號1樓,1150422,121.5926599,25.08074693
634697,競赫創意工作室,臺北市中山區南京東路2段132號8樓,1150422,121.533659,25.051838
634704,義二商行,臺北市大安區瑞安街45號1樓,1150422,121.543037,25.029707
634710,喜拿美髮沙龍工作室,臺北市松山區南京東路3段256巷22號1樓,1150422,121.544766,25.050501
634726,蘊尼工作室,臺北市中山區民權西路20號2樓,1150422,121.521801,25.062601
634731,柏欣商行,臺北市萬華區興義街61號1樓,1150423,121.491345,25.026226
634747,維境皮拉提斯工作室,臺北市大安區和平東路1段75巷2之1號1樓,1150423,121.525017,25.027277
634752,翎感設計室,臺北市中山區中山北路1段140巷13號3樓,1150423,121.521545,25.051515
634774,米利昂商行,臺北市中正區懷寧街16號1樓,1150423,121.514112,25.04575
634789,合宜小吃店,臺北市中山區雙城街16號1樓,1150423,121.524207,25.065208
634795,日花髮所美學社,臺北市士林區大東路72號1樓,1150423,121.525662,25.090311
634802,沅賀商行,臺北市中正區和平西路1段14號,1150423,121.52146,25.026751
634818,哲鳴便當店,臺北市松山區南京東路4段133巷6弄1號1樓,1150423,121.555007,25.052596
634824,佶仕商行,臺北市松山區南京東路5段188號3樓之2,1150423,121.563747,25.051213
634839,友蓉寵物澡堂,臺北市信義區吳興街482號1樓,1150423,121.56946,25.023482
671593,康樂藥局,臺北市內湖區康樂街72巷2號1樓,1150423,121.618481,25.069395
634845,名颺企業社,臺北市中正區杭州南路1段63之3號１樓,1150424,121.525916,25.040406
634850,時嶼企業社,臺北市中正區衡陽路10號7樓,1150424,121.513623,25.042228
634866,佇處工作室,臺北市文山區景文街42號3樓,1150424,121.54123,24.991716
634872,雪承冰坊商行,臺北市內湖區東湖路43巷21號,1150424,121.613647,25.069697
634887,銓欣清潔社,臺北市文山區景興路193號5樓,1150424,121.54441,24.992228
634893,空間指標髮藝,臺北市信義區忠孝東路5段71巷11弄5號,1150424,121.567625,25.042047
634900,驚喜商行,臺北市信義區永吉路443巷13弄21號1樓,1150424,121.579303,25.047084
634916,來來台灣小吃店,臺北市中山區民生東路1段39號1樓,1150424,121.525902,25.058191
634922,尬電運動企業社,臺北市大安區復興南路1段390號8樓之1,1150424,121.543381,25.033722
634937,搖滾鳥力量訓練企業社,臺北市中山區大直街106號,1150424,121.548078,25.084299
634943,杰出風格東山鴨頭店,臺北市內湖區東湖路43巷18之3號,1150424,121.61377,25.069754
634958,髮現幸福工作室,臺北市大同區重慶北路3段243巷7號1樓,1150424,121.514411,25.071311
634964,秀穎餐酒館,臺北市中山區林森北路119巷58號1樓,1150424,121.526998,25.05025
634970,沐源商行,臺北市內湖區東湖路33巷24號1樓,1150424,121.613058,25.069773
634985,筱承食光小吃部,臺北市士林區永平街16號1樓,1150424,121.505285,25.089925
634991,悅之境工作室,臺北市大安區東豐街58號,1150424,121.54746,25.035928
635008,軟眠眠娃娃製造所,臺北市大安區安和路2段7號8樓之1,1150424,121.552632,25.032765
635014,金香雞排,臺北市內湖區江南街25號1樓,1150424,121.578455,25.078066
635020,溫塔商行,臺北市北投區承德路7段34號2樓之1,1150424,121.511155,25.111184
635035,基石工藝工程行,臺北市北投區中央北路4段577巷15弄5號1樓,1150424,121.467339,25.126982
635041,詠烽商行,臺北市大安區復興南路1段352號2樓之3,1150424,121.543392,25.03562
635056,沐蓁企業社,臺北市松山區寧安街7巷1號1樓,1150424,121.554582,25.049543
635062,余白咖啡所,臺北市文山區試院路58號1樓,1150424,121.549294,24.989515
635078,采毅企業商行,臺北市松山區南京東路5段223號5樓,1150424,121.564471,25.051597
635083,光訊科技企業社,臺北市信義區和平東路3段435巷11號1樓,1150424,121.558903,25.019455
635099,青色筆記行,臺北市大安區富陽街147號2樓,1150424,121.55699,25.018219
635106,莉芸修指甲工作室,臺北市北投區實踐街48巷9號,1150424,121.509306,25.114684
635112,羽聲文創商行,臺北市中山區南京東路二段150號5樓,1150424,121.534199,25.051833
88277282,市政藥局,臺北市信義區忠孝東路5段169號1樓、171號1樓,1150424,121.56881,25.041198
575629,廟口店,臺北市松山區饒河街139號1樓,1150427,121.574765,25.050495
600985,難敢店,臺北市松山區饒河街154號1樓,1150427,121.575656,25.050483
635128,群果文化企業社,臺北市大同區西寧北路87號之1 1樓,1150427,121.509097,25.056462
635133,昀辰企業社,臺北市大安區信義路4段279號8樓,1150427,121.554714,25.033344
635149,谷富飽企業社,臺北市松山區八德路3段74巷10號,1150427,121.552477,25.047744
