統一編號,商業名稱,商業地址,歇業日期,Longitude,Latitude
76423839,川味食堂,臺北市大安區臨江街133號1樓,1150402,121.553498,25.030469
79445506,先與設計,臺北市大安區忠孝東路4段148號6樓,1150402,121.54991,25.041298
88150926,依霖工作室,臺北市南港區向陽路258巷15號11樓,1150402,121.593019,25.058395
88156885,翊萱美甲美睫紋飾美學館,臺北市中山區龍江路381號,1150402,121.541041,25.064933
88198040,八八八娃娃屋,臺北市大安區臨江街32號1樓,1150402,121.556445,25.029585
88305127,楠娜服飾工作室,臺北市北投區光明路100巷4弄8號6樓,1150402,121.500829,25.132949
93189719,好好茶房,臺北市大安區忠孝東路4段216巷19弄8號,1150402,121.553513,25.04023
542655,新雞坊,臺北市中山區農安街166巷9號1樓,1150407,121.533925,25.064031
38549458,小王子早餐店,臺北市松山區八德路2段366巷15之7號1樓,1150407,121.546042,25.047355
42557676,昇倫精品行,臺北市大安區仁愛路4段133號,1150407,121.550693,25.038108
48788082,哈偉斯食品行,臺北市中正區羅斯福路2段66巷1號1樓,1150407,121.521574,25.027384
75472380,嘎非拉商行,臺北市文山區木柵路2段21號,1150407,121.559389,24.988869
79612807,哩賀牛肉哨子飯,臺北市中山區長安東路2段171號1樓,1150407,121.541684,25.048401
88141477,拳願會商行,臺北市北投區石牌路2段90巷18-1號1樓,1150407,121.517112,25.117045
88144615,花芝貓工作室,臺北市中山區伊通街97之1號1樓,1150407,121.534893,25.053135
88207723,逼逼工作室,臺北市內湖區內湖路2段263巷4號1樓,1150407,121.590083,25.082547
88222822,珍觀之制商行,臺北市大安區安和路2段171巷10號12樓,1150407,121.550382,25.02792
88226067,申圓休閒館,臺北市萬華區華西街19之1號,1150407,121.498559,25.03909
88362251,慕華商行,臺北市大同區南京西路62號7樓,1150407,121.519042,25.052752
93194086,恆昌傳統整復推拿館,臺北市大安區羅斯福路2段101巷45號1樓,1150407,121.526748,25.024754
93197984,承益國際商行,臺北市士林區大南路415號4樓,1150407,121.516056,25.09018
99961922,雞椰爺椰子雞鍋物料理餐館,臺北市北投區中央北路4段532號1樓,1150407,121.467903,25.128382
550916,艾蒔光健康舒壓館,臺北市中山區南京東路3段210號9樓,1150408,121.543341,25.05167
551302,一二零企業社,臺北市大同區甘谷街26號5樓,1150408,121.510876,25.052772
1489302,昱弘商行,臺北市中正區汀州路2段10號5樓,1150408,121.515992,25.025701
4465466,紫園飯店,臺北市大同區南京西路18巷30號1樓,1150408,121.520042,25.050611
17758675,興六群企業社,臺北市士林區社子街99號1樓,1150408,121.505636,25.087751
72980587,皮莫咖啡,臺北市松山區八德路4段295巷18弄4號,1150408,121.566087,25.049531
75142305,只想吃乾淨工作室,臺北市中山區南京東路1段13巷5號2樓,1150408,121.523726,25.053436
88294634,囂張吃翅炸雞店,臺北市文山區秀明路2段14號1樓,1150408,121.574325,24.991606
93117764,閃亮少林企業社,臺北市萬華區武昌街2段124之4、124之5號1樓,1150408,121.503725,25.045375
93199391,一品森工作室,臺北市松山區八德路4段699號5樓之3,1150408,121.576644,25.050207
95097172,景閎商行,臺北市松山區南京東路4段178號,1150408,121.556991,25.051366
1494522,夢駝鈴風味坊,臺北市中正區汀州路3段108號,1150409,121.533195,25.014316
25534811,銀河星系企業社,臺北市士林區小西街41號4樓,1150409,121.523396,25.090045
25536846,滿來商行,臺北市北投區中山路1之6號1樓,1150409,121.504746,25.136998
29651804,建昌熔接所,臺北市士林區延平北路6段35號1樓,1150409,121.508947,25.087357
42279646,康勝實業社,臺北市中正區厦門街23-2號,1150409,121.5177881,25.02721169
42488502,米多莉商行,臺北市信義區忠孝東路5段357號1樓,1150409,121.574488,25.041052
75471002,東隆行,臺北市士林區永平街9巷2號1樓,1150409,121.504863,25.089926
87479107,星磐商行,臺北市大安區建國南路1段28號,1150409,121.53623,25.04428
88390313,胖叔叔本舖,臺北市萬華區峨眉街49號1樓,1150409,121.506805,25.043614
93119284,廣聚活力屋,臺北市萬華區漢中街178號1樓,1150409,121.506366,25.040939
93139731,錞享服裝工作室,臺北市大安區忠孝東路4段216巷40弄14之2號,1150409,121.552242,25.039362
541543,公主衣櫃服飾商行,臺北市信義區永吉路491巷9弄24號1樓,1150410,121.579656,25.04655
542888,熊霖日式商行,臺北市內湖區康寧路3段189巷10號1樓,1150410,121.612459,25.07015
547949,斕榭庭老上海點心,臺北市信義區莊敬路281號1樓,1150410,121.562974,25.028922
566494,含豐餐酒館,臺北市中山區農安街51號1樓,1150410,121.526804,25.064985
615087,森吉優企業社,臺北市松山區寧安街9巷8號1樓,1150410,121.554947,25.04972
626021,澤森商行,臺北市中正區仁愛路2段25號5樓,1150410,121.527305,25.038461
15647549,韓味韓式豆腐鍋店,臺北市中山區農安街245號1樓,1150410,121.534747,25.064796
26360731,翔林髮廊,臺北市松山區南京東路5段221號,1150410,121.564438,25.051601
76420988,兆品商行,臺北市大安區信義路3段202號1樓,1150410,121.543324,25.03318
79844145,男生好朋友除毛工作室,臺北市中山區中山北路1段140巷8號2樓,1150410,121.521401,25.051434
82649639,馬小姐時尚甜點工作室,臺北市中山區農安街20號2樓之6,1150410,121.524917,25.064796
88198169,吉林藥局,臺北市中山區吉林路371號1樓,1150410,121.530484,25.06511
88207717,洗蓬蓬寵物美容工作室,臺北市內湖區文湖街57號1樓,1150410,121.562661,25.086839
88379366,浪悠工作室,臺北市信義區仁愛路4段512巷8號,1150410,121.561029,25.03685
93190928,永禾商行,臺北市大安區仁愛路4段8巷20號,1150410,121.544287,25.037213
538651,田悅湯品社,臺北市中山區吉林路43號1樓,1150413,121.53018,25.051212
622545,好人猿小覓風企業社,臺北市松山區南京東路4段130號10樓,1150413,121.555708,25.051394
26392662,內湖古城小吃店,臺北市內湖區內湖路1段737巷51弄1之1號,1150413,121.579171,25.08033
42283536,堤芙莉麵包坊,臺北市北投區知行路290號,1150413,121.467583,25.12177
42341424,紅月工作室,臺北市中山區中山北路2段33號6樓,1150413,121.522836,25.053381
76438447,盈昇水產行,臺北市萬華區環河南路3段155號,1150413,121.491624,25.023005
83938658,庭庭服飾店,臺北市中正區延平南路97號(1、2樓),1150413,121.510786,25.042708
88142460,吉宥商行,臺北市大安區金山南路二段10巷15號1樓,1150413,121.526467,25.033628
88149267,法蘭克甜品舖,臺北市內湖區民權東路6段62號,1150413,121.584806,25.0687
88216954,暖日常工作室,臺北市中正區厦門街131巷7號5樓,1150413,121.518918,25.023823
88222739,小莊小吃店,臺北市中山區龍江路93號1樓,1150413,121.54057,25.051352
93119968,鑫滿貫運動彩券行,臺北市北投區東華街2段100號,1150413,121.513311,25.118231
542331,京元鼎企業社,臺北市大安區基隆路2段112號8樓,1150414,121.55705,25.029174
550583,水果大王水果專賣店,臺北市內湖區內湖路1段737巷51弄1之1號1樓,1150414,121.579171,25.08033
20898545,王美芳香舖,臺北市信義區林口街22號1樓,1150414,121.579386,25.037313
42426014,天合堂傳統整復推拿館,臺北市士林區士東路91巷40弄4號,1150414,121.530095,25.11355
42433248,美學髮型工作室,臺北市萬華區峨眉街62號5樓,1150414,121.504707,25.043966
42509106,肉蹼澡堂工作室,臺北市萬華區長泰街146號1樓,1150414,121.497558,25.022258
72985035,膜斯專業包膜店,臺北市大安區忠孝東路4段223巷10弄12號,1150414,121.553529,25.041951
79810659,宜學健康生活學苑,臺北市中正區愛國東路32號1樓,1150414,121.518142,25.034143
93143762,慶華港式燒臘,臺北市內湖區康樂街83之1號,1150414,121.618767,25.069389
1513844,陳正忠自營計程車行,臺北市松山區吳興街506巷19號,1150415,121.5686977,25.02373651
26364504,祈妙企業社,臺北市中山區民生東路2段123號1樓,1150415,121.531918,25.058087
38459147,眾來發商行,臺北市大同區昌吉街112號,1150415,121.514712,25.065823
42290760,年旺商號,臺北市士林區天玉街3號1樓,1150415,121.526695,25.119993
42357852,凌巧餐飲店,臺北市文山區興隆路4段9號1樓,1150415,121.559154,24.99095
42430024,上一實業社,臺北市大安區信義路4段1號2樓,1150415,121.543915,25.033566
48901599,一粒一甜不辣小吃店,臺北市大安區師大路135巷1號,1150415,121.528174,25.021532
76358210,浮花影像空間工作室,臺北市中正區廈門街41之1號,1150415,121.517778,25.025935
79836588,伊通豆漿店,臺北市中山區伊通街121號,1150415,121.534932,25.053871
88137353,琪式茶寓商行,臺北市中山區中山北路1段105巷8號1樓,1150415,121.523385,25.05065
88153677,早點過來商行,臺北市大安區和平東路3段228巷25號1樓,1150415,121.554022,25.021238
88224498,樺藝術工作室,臺北市中山區明水路636號5樓之21,1150415,121.551346,25.082841
88363651,傑登國際商行,臺北市大同區西寧北路78之16號8樓,1150415,121.508688,25.05443
93106957,沛久藥局,臺北市中山區林森北路291號1樓,1150415,121.52558,25.055655
93121459,禾寶企業社,臺北市內湖區東湖路119巷4號,1150415,121.616612,25.068759
93135398,屋台村稻小吃店,臺北市大安區臨江街122號,1150415,121.553912,25.030227
93188991,寶妹小吃店,臺北市南港區忠孝東路6段376號1樓,1150415,121.591876,25.049769
93189295,京美企業社,臺北市萬華區環河南路2段123號1樓,1150415,121.493652,25.034412
93200123,樂客食品小舖,臺北市中山區松江路431巷14號1樓,1150415,121.534388,25.065469
93200518,新固力工程行,臺北市士林區大南路419號8樓,1150415,121.516136,25.090271
554912,愛美萌寵商行,臺北市中山區南京東路3段219號9樓,1150416,121.54328,25.052084
558966,靝菜小吃店,臺北市大安區延吉街62巷9號,1150416,121.553256,25.043388
615002,全台家電維修企業社,臺北市萬華區昆明街46號6樓之17,1150416,121.505717,25.046433
631404,亨善企業社,臺北市大同區民族西路201號,1150416,121.514511,25.068743
42498608,藝匠室內裝修工作坊,臺北市萬華區桂林路242巷46弄10號,1150416,121.494055,25.036477
42502574,富御工程行,臺北市萬華區西園路2段320巷36弄37號2樓,1150416,121.490965,25.027298
72910859,多元進口服飾店,臺北市信義區永吉路459巷5弄20號,1150416,121.57913,25.045922
76404299,福滿工作室,臺北市松山區南京東路4段1號8樓,1150416,121.549637,25.051919
93155823,明水藥局,臺北市中山區明水路651號1樓,1150416,121.550849,25.083019
93183671,杉銥美學工作室,臺北市中正區臨沂街3巷11號,1150416,121.531526,25.043348
546836,優活企業社,臺北市大同區重慶北路2段197號11樓之1,1150417,121.513709,25.060452
1409589,環亞純理髮廳,臺北市萬華區寶興街153號1樓,1150417,121.495236,25.02427
7601767,民福商店,臺北市大同區承德路3段159巷25號,1150417,121.519385,25.068072
26341833,燙點兒餐館,臺北市松山區敦化北路155巷4號,1150417,121.550224,25.054417
27167565,微笑髮型設計髮廊,臺北市萬華區昆明街106號2樓、3樓,1150417,121.504966,25.043818
42273158,麒山髮廊,臺北市信義區忠孝東路5段423巷20號,1150417,121.575439,25.041989
42283748,曾記餃子,臺北市大安區和平東路2段145號,1150417,121.541077,25.025399
42493483,生物事設計工作室,臺北市南港區昆陽街140巷16號3樓,1150417,121.593791,25.049693
42510618,漾鍋小吃店,臺北市士林區社正路37號1樓,1150417,121.509473,25.088922
72979673,筋師傅工坊,臺北市中正區羅斯福路2段7之1號1樓,1150417,121.521164,25.029147
72993909,濤程水電工程行,臺北市北投區裕民六路120號4樓,1150417,121.517636,25.11456
93121015,晴漾企業社,臺北市中正區許昌街42之1號5樓,1150417,121.515624,25.045162
561322,雲筆出版社工作室,臺北市內湖區新明路246巷3弄28號5樓,1150420,121.584638,25.057562
561548,墨池文化工作室,臺北市內湖區新明路246巷3弄28號5樓,1150420,121.584638,25.057562
561673,推爆數位行銷工作室,臺北市內湖區新明路246巷3弄28號5樓,1150420,121.584638,25.057562
632369,煦煦如生影像工作室,臺北市萬華區中華路1段18巷25號地下,1150420,121.508444,25.047501
1345360,大茂廣告工程行,臺北市中正區汀州路1段27號1樓,1150420,121.506257,25.032073
5119175,鬱金香花苑,臺北市中山區華陰街26號1樓,1150420,121.519757,25.049167
26319282,嘉穎小吃店,臺北市中山區民權東路2段113巷1弄1號,1150420,121.534521,25.063092
26336281,馬西瑟企業社,臺北市大同區華陰街94號1樓,1150420,121.514217,25.050471
31302711,皇都西裝社,臺北市北投區尊賢街314號1樓,1150420,121.506694,25.11823
31856796,立豐室內裝修工程行,臺北市文山區新光路1段134號,1150420,121.573507,24.992165
42435371,洋甫坊,臺北市萬華區昆明街131號,1150420,121.50458,25.041347
42512469,羅記川味館,臺北市北投區中央北路2段371號1樓,1150420,121.487461,25.138234
48995202,安捷企業社,臺北市中山區中山北路1段83巷5號6樓之11,1150420,121.522823,25.050467
72931284,立盛工程行,臺北市大安區忠孝東路4段148號8樓之5,1150420,121.54991,25.041298
72982987,阿英海產粥,臺北市大安區復興南路2段268號1樓,1150420,121.543245,25.024604
72983557,音樂點子企業社,臺北市松山區八德路2段386號9樓之11,1150420,121.546336,25.048013
88220438,雅緻幸福早餐店,臺北市北投區尊賢街237號1樓,1150420,121.507611,25.116078
88282519,比耶茶坊,臺北市中正區忠孝西路1段72號1樓之31,1150420,121.514062,25.046827
93123055,聖米商行,臺北市內湖區港墘路61號,1150420,121.578327,25.081254
93139774,富千企業社,臺北市松山區南京東路4段75號4樓之1,1150420,121.553449,25.051843
554618,革威創意行號,臺北市大安區忠孝東路4段148號6樓,1150421,121.54991,25.041298
566656,吳家蒸餃小吃部,臺北市萬華區和平西路3段200號1樓,1150421,121.497077,25.035205
632781,云創作工作室,臺北市內湖區行善路111巷37號1樓,1150421,121.580203,25.057561
15885366,立昌藥局,臺北市萬華區萬大路486巷59弄38號1樓,1150421,121.49533,25.019749
26228419,芳悅美髮沙龍店,臺北市信義區松德路41號,1150421,121.577185,25.038916
42507584,喜渥攝影工作室,臺北市內湖區金湖路358巷2號8樓,1150421,121.603932,25.073696
72910746,百妍商行,臺北市北投區尊賢街251巷26號1樓,1150421,121.505317,25.117536
76425576,親顧企業社,臺北市中正區汀州路1段180號1樓,1150421,121.508895,25.028407
79857056,卡卡比拉商行,臺北市萬華區漢中街149號1樓,1150421,121.50724,25.041647
88311155,上晟室內裝修工程行,臺北市士林區社中街406號1樓,1150421,121.502947,25.092088
552750,悠米畫畫生活工作室,臺北市信義區忠孝東路5段177號4樓,1150422,121.56901,25.041194
1533139,銘聲電器行,臺北市松山區南京東路5段291巷3之3號1樓,1150422,121.566224,25.051867
1616052,鴻運鐘錶眼鏡行,臺北市松山區延壽街393號1樓,1150422,121.55753,25.0565
17542205,九震餐館,臺北市中山區雙城街21號地下1樓,1150422,121.524355,25.065559
21216060,合豐食品行,臺北市信義區永吉路120巷71號1樓,1150422,121.570353,25.043035
29821603,玫瑰花推廣中心台北分園,臺北市士林區中正路104巷1弄2號1樓,1150422,121.529663,25.096838
31844201,越世界按摩館,臺北市大同區環河北路2段75號,1150422,121.50897,25.065584
42288814,雅琪咖啡館,臺北市萬華區和平西路3段143號,1150422,121.498912,25.035423
72929554,燦煌烘焙坊,臺北市北投區尊賢街203號1樓,1150422,121.508039,25.11524
76310265,銀彔坊,臺北市中山區吉林路407巷19號1樓,1150422,121.531283,25.066158
79837502,麗潔自助洗衣店,臺北市北投區吉利街160號1樓,1150422,121.508718,25.118558
79847190,星維園藝社,臺北市大安區忠孝東路4段71之6號,1150422,121.546856,25.041864
79856887,霏比雅各企業社,臺北市松山區光復北路11巷89號7樓,1150422,121.561841,25.050366
88205302,蕾迪波波商行,臺北市大同區西寧北路96號3樓,1150422,121.508837,25.055622
88358806,百萬市集商行,臺北市大同區延平北路2段202號18樓,1150422,121.511296,25.059035
93144312,鴨香煲齊平店,臺北市中山區四平街20之1號1樓,1150422,121.530938,25.053576
512152,獨領楓燒串烤店,臺北市中山區新生北路2段68巷13弄8號1樓,1150423,121.526366,25.056388
540045,速必欣商行,臺北市士林區文林路173號1樓,1150423,121.526818,25.089569
25577780,傲翔中泰料理店,臺北市信義區莊敬路205號,1150423,121.561597,25.030552
31958111,國鵬企業社,臺北市大同區萬全街9號1樓,1150423,121.519874,25.058691
38508512,美時工作室,臺北市文山區興隆路4段165巷37號3樓,1150423,121.563582,24.984423
42364565,新大溪地時尚館,臺北市中山區民權東路2段1號2樓之2,1150423,121.528108,25.062854
48773530,承翔企業社,臺北市士林區中正路611號4樓,1150423,121.50976,25.086409
48998806,綺琍美容美甲造型沙龍坊,臺北市中山區新生北路3段11巷36號,1150423,121.528831,25.063517
72932018,軒瀚自助洗衣店,臺北市內湖區康樂街54號1樓,1150423,121.618467,25.069212
88136116,吳極限商行,臺北市中山區大直里大直街61號1樓,1150423,121.546437,25.083462
88146058,佳思果商行,臺北市內湖區內湖路1段591巷10弄2號,1150423,121.573128,25.081424
88205020,國城工作室,臺北市士林區大南路325號2樓,1150423,121.517483,25.088916
88205056,陳曉玲工作室,臺北市士林區大南路345號9樓之2,1150423,121.516732,25.088673
88209840,萬邦行,臺北市中山區南京東路2段108號10樓之3,1150423,121.532194,25.051863
88224271,點自然商行,臺北市信義區忠孝東路4段553巷6弄9號,1150423,121.563253,25.042313
88310249,夾滿滿商行,臺北市文山區興隆路2段220巷31弄3號,1150423,121.552609,25.000478
88375538,老店小吃部,臺北市文山區景隆街3號,1150423,121.540105,25.000236
98883126,尚好企業社,臺北市文山區忠順街1段48巷19號,1150423,121.560379,24.983259
539899,英準企業社,臺北市萬華區武昌街2段116之1號3樓,1150424,121.504636,25.045168
551056,美力工作室,臺北市大安區基隆路2段136號9樓,1150424,121.556652,25.028494
15935984,林繼昌商號,臺北市萬華區環南綜合市場丁棟1樓529號,1150424,121.497241,25.018692
31877238,有貓公園咖啡,臺北市文山區興隆路3段207巷16弄20號3樓,1150424,121.561929,24.994105
72929870,金陞行,臺北市士林區延平北路5段183巷12號3樓,1150424,121.509494,25.083233
73176053,米婕冰菓室,臺北市士林區中山北路6段736號1樓,1150424,121.528093,25.115402
76360546,棒讚好商行,臺北市士林區通河西街2段92號5樓,1150424,121.509065,25.092285
88362203,炒驛小吃店,臺北市內湖區東湖路43巷18之4號1樓,1150424,121.61374,25.069789
540994,呼嚕早午餐,臺北市中山區中山北路1段92號2樓之1,1150427,121.521133,25.049347
564735,亨祿企業社,臺北市信義區福德街300巷10號,1150427,121.587017,25.03968
5019865,惠春商號,臺北市文山區秀明路2段100號1樓,1150427,121.576542,24.990977
14347708,瑞德工作室,臺北市中正區紹興北街10號6樓之2,1150427,121.525343,25.045506
17258186,聖利企業社,臺北市士林區重慶北路4段69號1樓,1150427,121.512632,25.08141
18402580,宏願禮儀禮品社,臺北市中山區民權東路2段135巷29弄2號,1150427,121.535314,25.064119
25579513,富比視工作室,臺北市中正區羅斯福路2段48巷3號,1150427,121.521311,25.027669
26225927,邦妮寵物美學商行,臺北市中山區新生北路3段63之2號1樓,1150427,121.528058,25.066063
75150000,老眷村食品行,臺北市信義區忠孝東路5段53號11樓,1150427,121.566488,25.041288
75949435,緣續緣休閒茶館,臺北市文山區指南路3段38巷16之2號2樓,1150427,121.587365,24.969321
76385899,初覺生活文創室,臺北市大同區承德路2段151號1樓,1150427,121.518394,25.058005
81789702,堤園園藝社,臺北市士林區前港街9號7樓,1150427,121.522747,25.084949
88158722,昌宏串串香企業社,臺北市文山區木柵路3段102巷4號,1150427,121.567447,24.988406
88308270,沃伯裔貿易商行,臺北市大安區仁愛路4段101號10樓,1150427,121.548413,25.038708
88377374,維妙維肖工作室,臺北市中山區吉林路169號1樓,1150427,121.530343,25.059204
91764510,什發商行,臺北市信義區光復南路429號5樓,1150427,121.557708,25.035892
93195923,宸曦商行,臺北市信義區松山路465巷29弄14號1樓,1150427,121.579292,25.040873
631468,山石食品商行,臺北市松山區延壽街84號1樓,1150428,121.564725,25.056882
13470308,圻心時尚名店,臺北市信義區忠孝東路5段71巷42號,1150428,121.567312,25.043053
77195117,伯鴻商行,臺北市中山區民生東路1段51號3樓之2,1150428,121.526242,25.058197
77868351,誠昌國藥號,臺北市大安區辛亥路3段157巷30號1樓,1150428,121.550635,25.018086
88160425,港興美食坊,臺北市文山區興隆路2段64號,1150428,121.547839,24.999614
88227360,饃饃噠商行,臺北市大安區金山南路2段25之1號1樓,1150428,121.527283,25.033148
88291290,北安揪團購商行,臺北市中山區北安路458巷41弄25號1樓,1150428,121.545895,25.078945
93206196,普田企業社,臺北市松山區民生東路5段186號14樓之2,1150428,121.563783,25.058485
543850,吳山居飲坊,臺北市大安區延吉街120號,1150429,121.554636,25.04042
560219,艾酷爾咖啡,臺北市萬華區內江街63號1樓,1150429,121.504994,25.041633
621763,祥泉餐飲企業社,臺北市信義區莊敬路334號1樓,1150429,121.563774,25.027857
628647,心軒商舖,臺北市松山區南京東路5段250巷18弄5號1樓,1150429,121.566316,25.050242
632868,禾呈日貨商行,臺北市中正區金山北路1號5樓之6,1150429,121.530348,25.043935
9489537,吉士商行,臺北市中正區同安街66號,1150429,121.520881,25.023129
31900998,皇良寵物生活館,臺北市大同區承德路2段6號,1150429,121.517975,25.055129
38507252,真善美水晶坊,臺北市松山區光復南路59號,1150429,121.557935,25.045688
42490731,豐盛刀削麵店,臺北市中山區長安東路1段53巷2之1號1樓,1150429,121.526393,25.049029
76370869,匯寶工作室,臺北市內湖區南京東路6段451巷57號5樓之16,1150429,121.586769,25.061902
76468173,泰站小吃店,臺北市大安區通化街39巷49弄10號,1150429,121.555485,25.031015
77177912,衣心行,臺北市萬華區西園路2段173號1樓,1150429,121.495189,25.027944
79586505,愛德拉服飾店,臺北市文山區羅斯福路5段245號,1150429,121.539367,25.001474
88136050,黑夾客商店,臺北市大同區歸綏街189號1樓,1150429,121.512623,25.058256
611694,真好運休閒館,臺北市萬華區東園街32之1號1樓,1150430,121.495891,25.026987
616380,鑫饍坊,臺北市中山區長安東路2段129巷4號,1150430,121.535934,25.048835
623951,永婕商號,臺北市中山區中山北路3段30號7樓之3,1150430,121.522035,25.065362
11736083,新龍江理髮廳,臺北市中山區龍江路2之2號,1150430,121.540299,25.047063
21725037,采士影像造型屋,臺北市大安區延吉街157之5號2樓,1150430,121.55511,25.039474
25542024,匯來企業社,臺北市萬華區環河南路3段239號7樓,1150430,121.492718,25.020575
41084720,欣意商行,臺北市文山區景興路193號11樓之3,1150430,121.54441,24.992228
42283374,鹿町三樂集服飾商行,臺北市北投區中和街368號19樓之3,1150430,121.499133,25.141942
42417388,誇許早午餐,臺北市大安區復興南路2段84之6號,1150430,121.543325,25.030636
42558345,鶴家食堂,臺北市北投區東華街1段48巷2號1樓,1150430,121.519942,25.108736
72992063,谷賓精品工業社,臺北市信義區基隆路2段149之49號11樓之4,1150430,121.555072,25.026382
75946768,玉瑪食品企業社,臺北市大安區安居街75巷7號4樓,1150430,121.553522,25.018615
79853262,全盛早午餐,臺北市士林區士東路200巷80號1樓,1150430,121.534003,25.110019
81631203,鼎郝乾洗商店,臺北市內湖區民權東路6段296巷27號1樓,1150430,121.606196,25.072044
81724976,小僖女子美容院,臺北市大同區重慶北路3段249號,1150430,121.514002,25.071414
88214908,升羕生技企業社,臺北市中山區復興北路174號9樓,1150430,121.54387,25.053954
88369450,優吉商行,臺北市士林區德行東路270號1樓,1150430,121.535239,25.109839
88374833,四知堂青草店,臺北市萬華區廣州街203號,1150430,121.500404,25.036733
93125618,梅歌派企業社,臺北市大同區西寧北路78之18號,1150430,121.508688,25.05443
93131533,十方國際企業社,臺北市中正區許昌街42號8樓,1150430,121.51546,25.045451
93202635,美賦商行,臺北市中山區撫順街2號6樓之1,1150430,121.521916,25.063751
