統一編號,公司名稱,公司地址,核准日期,Longitude,Latitude
62253916,宏羽機械起重股份有限公司,臺北市中山區錦州街159號2樓之5,115/04/09,121.529867,25.06044
62253943,鴨若火哥股份有限公司,臺北市中山區龍江路277號1樓,115/04/09,121.540828,25.05966
62253423,銘氏股份有限公司,臺北市松山區民權東路3段106巷15弄9號3樓,115/04/09,121.545398,25.060067
62253492,瀚思數位內容有限公司,臺北市松山區南京東路5段188號6樓之5,115/04/09,121.563747,25.051213
62253562,醒客有限公司,臺北市松山區基隆路1段8號13樓,115/04/09,121.569933,25.050764
62253752,森泳航太工業股份有限公司,臺北市松山區八德路2段437巷1弄10號2樓,115/04/09,121.547218,25.048691
62222338,誠慧投資股份有限公司,臺北市大安區信義路4段203之1號3樓,115/04/09,121.551779,25.033434
62253578,恆動資本有限公司,臺北市大安區安和路2段7號10樓之1,115/04/09,121.552632,25.032765
62253660,精讚易經文化科技有限公司,臺北市大安區安和路二段5號6樓之4,115/04/09,121.552633,25.032843
62253704,凱晰翡翠有限公司,臺北市大安區復興南路1段126巷1號2樓之5,115/04/09,121.543,25.04331
62253774,百利多元宇宙控股有限公司,臺北市大安區復興南路1段390號8樓之1,115/04/09,121.543381,25.033722
62253845,曜采國際有限公司,臺北市大安區忠孝東路4段162號12樓之4,115/04/09,121.550289,25.041284
62253520,啟睿投資有限公司,臺北市萬華區中華路1段106號8樓,115/04/09,121.508392,25.043975
62253731,序界科技股份有限公司,臺北市萬華區忠孝西路2段20號4樓,115/04/09,121.508334,25.04822
62253850,夏諾瓦國際行銷管理顧問有限公司,臺北市萬華區中華路1段106號8樓,115/04/09,121.508392,25.043975
62253958,聲勢文創娛樂有限公司,臺北市萬華區中華路1段106號8樓,115/04/09,121.508392,25.043975
62222267,提克美倫台灣有限公司,臺北市信義區基隆路1段163號14樓之1,115/04/09,121.565226,25.041751
62222294,無限寶藏有限公司,臺北市信義區忠孝東路5段1號2樓,115/04/09,121.564858,25.041338
62253401,鈦亨管理顧問有限公司,臺北市信義區松高路9號25樓,115/04/09,121.565073,25.039514
62253508,標策國際有限公司,臺北市信義區信義路4段415號14樓之1,115/04/09,121.559235,25.033304
62253768,台灣日勝採購服務有限公司,臺北市信義區忠孝東路5段1之10號3樓,115/04/09,121.565242,25.041291
62253872,御美筑造空間有限公司,臺北市信義區永吉路187巷14號2樓,115/04/09,121.57286,25.046837
62253726,古早味雜貨有限公司,臺北市士林區社中街264巷4之1號1樓,115/04/09,121.507087,25.092144
62253818,易旻租賃住宅服務資產管理股份有限公司,臺北市士林區社子街63巷23號1樓,115/04/09,121.50694,25.088372
62253649,軒克蘿創造社有限公司,臺北市內湖區瑞光路335號11樓,115/04/09,121.575081,25.077407
62253681,旅藏選品有限公司,臺北市內湖區瑞光路335號11樓,115/04/09,121.575081,25.077407
62253747,品式力有限公司,臺北市內湖區康樂街72巷17弄84號1樓,115/04/09,121.616427,25.070482
62254078,鼎禾股份有限公司,臺北市中正區杭州南路1段27號9樓,115/04/10,121.526381,25.041985
62254149,共智科技股份有限公司,臺北市中正區忠孝東路1段76號4樓之5,115/04/10,121.523921,25.044467
62254210,燭光音樂事業有限公司,臺北市中正區汀州路2段219號,115/04/10,121.522715,25.023493
62254295,特斯拉智能投資有限公司,臺北市中正區館前路59號9樓,115/04/10,121.515126,25.044768
62248415,兜跑俱樂部股份有限公司,臺北市大同區迪化街1段358之2號,115/04/10,121.509131,25.062833
62253893,元鐤工程有限公司,臺北市中山區龍江路397巷45號,115/04/10,121.543369,25.065615
62254014,禾曼生活有限公司,臺北市中山區南京東路2段150號5樓,115/04/10,121.534199,25.051833
62254020,夏朵公關顧問有限公司,臺北市中山區松江路131之25號13樓,115/04/10,121.533433,25.054264
62254056,慢慢學育成股份有限公司,臺北市中山區復興北路48號7樓,115/04/10,121.54376,25.049537
62254387,寶業服飾股份有限公司,臺北市中山區松江路206號11樓之2,115/04/10,121.532906,25.057535
62254577,想想創意製造所有限公司,臺北市中山區南京東路1段15號3樓,115/04/10,121.523833,25.052371
62254669,昕耀開發股份有限公司,臺北市中山區南京東路1段52號2樓,115/04/10,121.524669,25.05195
62253556,紅優有限公司,臺北市松山區基隆路1段8號13樓,115/04/10,121.569933,25.050764
62254128,蘇夏創意設計有限公司,臺北市松山區民權東路3段144號4樓之7,115/04/10,121.547244,25.061857
62254226,藍途控股有限公司,臺北市松山區八德路3段2號10樓之2,115/04/10,121.549295,25.04786
62254268,祤恒空間制所有限公司,臺北市松山區民生東路4段54號6樓之11,115/04/10,121.550915,25.057734
62254274,添豐實業股份有限公司,臺北市松山區南京東路4段69號3樓,115/04/10,121.552943,25.051863
62254302,魚森有限公司,臺北市松山區南京東路4段164號11樓之2,115/04/10,121.556691,25.051375
62254324,泰行投資有限公司,臺北市松山區八德路2段437巷10弄23之1號1樓,115/04/10,121.546296,25.049637
62254339,福心開發有限公司,臺北市松山區八德路2段437巷10弄23之1號1樓,115/04/10,121.546296,25.049637
62254366,凱盟國際貿易有限公司,臺北市松山區南京東路4段17號8樓之5,115/04/10,121.550126,25.051909
62254035,晨煦顧問有限公司,臺北市大安區信義路4段296號15樓,115/04/10,121.554592,25.032948
62254099,紅晨有限公司,臺北市大安區大安路1段31巷20號,115/04/10,121.54716,25.043922
62254181,禾多科技股份有限公司,臺北市大安區忠孝東路3段205之6號6樓,115/04/10,121.539199,25.041874
62254197,華傑電影製作有限公司,臺北市大安區忠孝東路4段290號10樓,115/04/10,121.555868,25.041162
62254247,壹柒好寓資產管理有限公司,臺北市大安區敦化南路2段1號12樓,115/04/10,121.549159,25.033024
62254318,愛德菲斯數位有限公司,臺北市大安區忠孝東路3段303號2樓之1,115/04/10,121.543304,25.042007
62254350,啟峰智能股份有限公司,臺北市大安區羅斯福路3段277之6號6樓,115/04/10,121.531057,25.018232
62254513,今選空間整合有限公司,臺北市大安區師大路68巷13號2樓,115/04/10,121.527801,25.024253
62254611,鑫羅國材科技股份有限公司,臺北市大安區忠孝東路4段97號3樓之9,115/04/10,121.547955,25.041754
62254632,雄暢國材科技股份有限公司,臺北市大安區忠孝東路4段97號3樓之9,115/04/10,121.547955,25.041754
62254653,鎧得國際管理顧問有限公司,臺北市大安區忠孝東路4段221號10樓,115/04/10,121.552577,25.041661
62253583,優識生活有限公司,臺北市萬華區西寧南路192之4號1樓,115/04/10,121.506178,25.039019
62254231,家安資產管理有限公司,臺北市萬華區和平西路3段298巷5號1樓,115/04/10,121.493716,25.035112
62254289,振雲國際有限公司,臺北市萬華區昆明街46號7樓之4,115/04/10,121.505717,25.046433
62253937,友多聞文化有限公司,臺北市信義區忠孝東路4段563號17樓,115/04/10,121.564019,25.041454
62254062,冬穀子故事有限公司,臺北市信義區忠孝東路5段764號3樓,115/04/10,121.58138,25.043091
62254083,賽思生技有限公司,臺北市信義區松仁路36號11樓,115/04/10,121.567823,25.038792
62254106,金鈕娛樂有限公司,臺北市信義區忠孝東路5段476號5樓,115/04/10,121.577298,25.040662
62254133,金誠互動媒體有限公司,臺北市信義區信義路5段150巷2號12樓之5,115/04/10,121.570922,25.02816
62254345,伊米思股份有限公司,臺北市信義區忠孝東路4段563號17樓,115/04/10,121.564019,25.041454
62254160,盈俐有限公司,臺北市士林區雨聲街79號5樓,115/04/10,121.528747,25.104102
62254204,晟世投資有限公司,臺北市士林區重慶北路4段41號1樓,115/04/10,121.51288,25.080821
62253839,音刻創意多媒體有限公司,臺北市北投區實踐街93號1樓,115/04/10,121.511429,25.115344
62254041,翰立智能有限公司,臺北市北投區石牌路二段334號2樓,115/04/10,121.524472,25.122541
62253991,美森生醫有限公司,臺北市內湖區成功路4段30巷10號4樓,115/04/10,121.591302,25.082068
62254008,宸鈞科技有限公司,臺北市內湖區瑞光路168號9樓,115/04/10,121.57865,25.07391
62254154,瑞晟國際開發股份有限公司,臺北市內湖區成功路三段81號6樓,115/04/10,121.589935,25.078123
62254112,正美科技股份有限公司,臺北市南港區南港路3段50巷27號1樓,115/04/10,121.59079,25.056263
62254252,大聯大供應鏈服務股份有限公司,臺北市南港區經貿二路189號22樓,115/04/10,121.616054,25.060537
62254507,內克薩數位股份有限公司,臺北市南港區三重路19之13號4樓,115/04/10,121.613229,25.058551
62253970,柏特拉股份有限公司,臺北市文山區萬和街8號11樓之9,115/04/10,121.567725,25.002008
62254372,新鏈智算科技有限公司,臺北市中正區衡陽路10號7樓,115/04/13,121.513623,25.042228
62254719,布魯斯資本有限公司,臺北市中正區衡陽路10號7樓,115/04/13,121.513623,25.042228
62254730,洸研科技股份有限公司,臺北市中正區懷寧街76號1樓,115/04/13,121.513988,25.04314
62254773,玩桌球有限公司,臺北市中正區杭州南路1段23號9樓之3,115/04/13,121.526463,25.042255
62254936,源沐有限公司,臺北市中正區青島東路4之8號1樓,115/04/13,121.521652,25.043623
62255105,泳遠顧問有限公司,臺北市中正區重慶南路1段43號11樓之8,115/04/13,121.513349,25.044958
62253633,萊普樂斯台灣有限公司,臺北市大同區西寧北路78之18號,115/04/13,121.508688,25.05443
62254627,納瓦爾室內裝修有限公司,臺北市大同區哈密街164號,115/04/13,121.51293,25.072803
62253922,木風室內裝修有限公司,臺北市中山區松江路3號4樓之1,115/04/13,121.53313,25.046001
62254176,駿綸國際股份有限公司,臺北市中山區松江路32之1號8樓,115/04/13,121.532731,25.047343
62254540,驊威國際股份有限公司,臺北市中山區松江路32之1號8樓,115/04/13,121.532731,25.047343
62254746,泰樂管理顧問有限公司,臺北市中山區建國北路3段90號1樓,115/04/13,121.534685,25.06649
62254817,振心有限公司,臺北市中山區長安東路2段173號3樓之1,115/04/13,121.542232,25.048414
62254871,台灣諾誼智序科技有限公司,臺北市中山區中山北路3段30號7樓之3,115/04/13,121.522035,25.065362
62254979,台灣安測科技有限公司,臺北市中山區林森北路520號6樓,115/04/13,121.525505,25.062325
62254582,永洛集有限公司,臺北市松山區南京東路五段2號3樓,115/04/13,121.558057,25.051235
62254703,台北速動球館股份有限公司,臺北市松山區南京東路4段77號5樓之1,115/04/13,121.553875,25.051831
62254859,飛馳科技有限公司,臺北市松山區南京東路四段152號8樓,115/04/13,121.556067,25.051385
62254984,極鏈智能科技股份有限公司,臺北市松山區南京東路4段50號12樓之1,115/04/13,121.553462,25.051447
62253612,泓瀚事業有限公司,臺北市大安區復興南路1段209號4樓,115/04/13,121.543949,25.039444
62254534,特緹斯國際行銷有限公司,臺北市大安區忠孝東路4段319號6樓之1,115/04/13,121.556059,25.041591
62254605,德業生技有限公司,臺北市大安區信義路4段279號11樓,115/04/13,121.554714,25.033344
62254675,香隱艸堂國際有限公司,臺北市大安區敦化南路1段161巷60號1樓,115/04/13,121.552034,25.043392
